RDS
250,3,coupMissing,
25,7,coup4064,coup108,coup5585,coupMissing,11,hash62320,hash89391,hash152767,hash91930,hash9015,hash170266,hash204877,hash208839,NA,NA,NA,NA,
26,5,coup8058,coup6554,coupMissing,coupMissing,11,hash224954,hash97361,hash65394,hash230851,hash115088,hash27056,NA,NA,NA,NA,NA,NA,
27,7,coup7900,coup4646,coup1555,coupMissing,11,hash10262,hash235632,hash241497,hash60851,hash219676,hash238915,hash119892,hash180306,NA,NA,NA,NA,
28,5,coup5657,coupMissing,coupMissing,coupMissing,11,hash237796,hash98154,hash228622,hash35799,hash9893,hash93802,NA,NA,NA,NA,NA,NA,
29,6,coup124,coupMissing,coupMissing,coupMissing,11,hash233757,hash230069,hash102163,hash86657,hash58798,hash155734,hash132269,NA,NA,NA,NA,NA,
30,5,coup6451,coupMissing,coupMissing,coupMissing,11,hash150246,hash1867,hash167178,hash175335,hash129451,hash185903,NA,NA,NA,NA,NA,NA,
31,6,coup5638,coup562,coup2246,coupMissing,11,hash62052,hash216595,hash200614,hash149047,hash59454,hash133701,hash57600,NA,NA,NA,NA,NA,
32,5,coup9201,coup5406,coup2372,coupMissing,11,hash90454,hash53883,hash26644,hash172576,hash233831,hash159183,NA,NA,NA,NA,NA,NA,
33,5,coup2193,coup7715,coup1378,coupMissing,11,hash123831,hash86657,hash148739,hash140077,hash138682,hash174154,NA,NA,NA,NA,NA,NA,
34,6,coup1005,coup3212,coupMissing,coupMissing,11,hash146071,hash169538,hash207134,hash218731,hash75473,hash96254,hash215882,NA,NA,NA,NA,NA,
35,5,coup6645,coup9877,coup4752,coupMissing,11,hash1092,hash93167,hash153386,hash37388,hash157760,hash169426,NA,NA,NA,NA,NA,NA,
36,6,coup7116,coup1655,coup797,coupMissing,11,hash38623,hash49610,hash56536,hash112942,hash88842,hash13471,hash177407,NA,NA,NA,NA,NA,
37,4,coup6824,coup7128,coup4763,coupMissing,11,hash174576,hash67521,hash15400,hash87120,hash95582,NA,NA,NA,NA,NA,NA,NA,
38,5,coup5641,coupMissing,coupMissing,coupMissing,11,hash31695,hash82249,hash44166,hash206074,hash203918,hash251026,NA,NA,NA,NA,NA,NA,
39,5,coup4398,coup2661,coup5731,coupMissing,11,hash158960,hash75330,hash50675,hash116010,hash200349,hash226174,NA,NA,NA,NA,NA,NA,
40,5,coup8960,coup1214,coupMissing,coupMissing,11,hash38839,hash122304,hash75330,hash144330,hash106303,hash217439,NA,NA,NA,NA,NA,NA,
41,5,coup3297,coupMissing,coupMissing,coupMissing,11,hash210904,hash196186,hash100243,hash108377,hash83587,hash13471,NA,NA,NA,NA,NA,NA,
42,5,coup7781,coup4315,coup3457,coupMissing,11,hash186927,hash169538,hash129735,hash17041,hash129542,hash27156,NA,NA,NA,NA,NA,NA,
43,5,coup858,coup1942,coup1954,coupMissing,11,hash68445,hash79653,hash197230,hash174585,hash100583,hash230467,NA,NA,NA,NA,NA,NA,
44,4,coup2610,coupMissing,coupMissing,coupMissing,11,hash106037,hash147562,hash195845,hash133701,hash223334,NA,NA,NA,NA,NA,NA,NA,
45,5,coup5428,coup4649,coup4571,coupMissing,11,hash211759,hash65856,hash106039,hash25951,hash202572,hash230467,NA,NA,NA,NA,NA,NA,
46,5,coup8455,coup5833,coupMissing,coupMissing,11,hash100073,hash72130,hash74445,hash233831,hash121131,hash27056,NA,NA,NA,NA,NA,NA,
47,7,coup1892,coupMissing,coupMissing,coupMissing,11,hash103046,hash255462,hash223557,hash115833,hash122415,hash61805,hash37930,hash203542,NA,NA,NA,NA,
48,6,coup2574,coupMissing,coupMissing,coupMissing,11,hash3929,hash69802,hash92239,hash116311,hash248738,hash16715,hash47062,NA,NA,NA,NA,NA,
49,5,coup4966,coup4073,coup2270,coupMissing,11,hash19725,hash191434,hash231588,hash93807,hash161768,hash198975,NA,NA,NA,NA,NA,NA,
50,4,coup5262,coupMissing,coupMissing,coupMissing,11,hash84842,hash171297,hash252363,hash159135,hash161794,NA,NA,NA,NA,NA,NA,NA,
51,5,coup4968,coup6231,coup2085,coupMissing,11,hash59257,hash212403,hash89900,hash129861,hash41270,hash114376,NA,NA,NA,NA,NA,NA,
52,5,coup4073,coupMissing,coupMissing,coupMissing,11,hash231588,hash19725,hash212457,hash167275,hash152322,hash212264,NA,NA,NA,NA,NA,NA,
53,5,coup4154,coup5796,coup8620,coupMissing,11,hash185637,hash98718,hash121522,hash78986,hash112811,hash89546,NA,NA,NA,NA,NA,NA,
54,5,coup1157,coup5171,coup858,coupMissing,11,hash79653,hash229949,hash82249,hash68445,hash243341,hash150501,NA,NA,NA,NA,NA,NA,
55,5,coup9849,coupMissing,coupMissing,coupMissing,11,hash237845,hash179516,hash215660,hash110886,hash63552,hash188865,NA,NA,NA,NA,NA,NA,
56,7,coup5314,coupMissing,coupMissing,coupMissing,11,hash85915,hash139577,hash255172,hash189409,hash72079,hash4479,hash200106,hash114138,NA,NA,NA,NA,
57,5,coup8747,coup6573,coup1098,coupMissing,11,hash47607,hash154298,hash248258,hash84274,hash127443,hash111853,NA,NA,NA,NA,NA,NA,
58,4,coup1315,coup7175,coup4848,coupMissing,11,hash171920,hash165218,hash134984,hash188838,hash238915,NA,NA,NA,NA,NA,NA,NA,
59,6,coup8075,coupMissing,coupMissing,coupMissing,11,hash132635,hash234129,hash81457,hash35730,hash85817,hash253621,hash75480,NA,NA,NA,NA,NA,
60,6,coup9540,coupMissing,coupMissing,coupMissing,11,hash215403,hash185247,hash112291,hash98463,hash48419,hash169737,hash77601,NA,NA,NA,NA,NA,
61,6,coup6409,coupMissing,coupMissing,coupMissing,11,hash75952,hash244199,hash6136,hash48949,hash171067,hash144411,hash195883,NA,NA,NA,NA,NA,
62,4,coup5833,coup9339,coup9201,coupMissing,11,hash233831,hash90454,hash38229,hash56205,hash100073,NA,NA,NA,NA,NA,NA,NA,
63,4,coup8620,coup7272,coup8435,coupMissing,11,hash98718,hash252833,hash185637,hash1554,hash144136,NA,NA,NA,NA,NA,NA,NA,
64,5,coup2889,coup5204,coup2698,coupMissing,11,hash236949,hash85995,hash162276,hash235454,hash143763,hash27056,NA,NA,NA,NA,NA,NA,
65,4,coup8773,coup4597,coup8215,coupMissing,11,hash223356,hash129892,hash159812,hash150194,hash175795,NA,NA,NA,NA,NA,NA,NA,
66,5,coup7175,coup3649,coup7900,coupMissing,11,hash238915,hash28793,hash171920,hash243877,hash10262,hash12221,NA,NA,NA,NA,NA,NA,
67,5,coup1949,coup6177,coup4160,coupMissing,11,hash41731,hash156822,hash171068,hash148487,hash183746,hash9512,NA,NA,NA,NA,NA,NA,
68,4,coup4106,coupMissing,coupMissing,coupMissing,11,hash241494,hash188258,hash197729,hash233948,hash150501,NA,NA,NA,NA,NA,NA,NA,
69,5,coup5891,coupMissing,coupMissing,coupMissing,11,hash255054,hash117294,hash171067,hash96382,hash237770,hash112032,NA,NA,NA,NA,NA,NA,
70,5,coup5171,coup5641,coup7370,coupMissing,11,hash82249,hash174777,hash157215,hash79653,hash31695,hash145082,NA,NA,NA,NA,NA,NA,
71,4,coup7025,coup1994,coup2761,coupMissing,11,hash81633,hash120664,hash152867,hash170692,hash112811,NA,NA,NA,NA,NA,NA,NA,
72,5,coup2131,coupMissing,coupMissing,coupMissing,11,hash248625,hash213380,hash129414,hash141461,hash75474,hash166518,NA,NA,NA,NA,NA,NA,
73,4,coup2300,coup5194,coup8338,coupMissing,11,hash57433,hash69888,hash234243,hash189047,hash150403,NA,NA,NA,NA,NA,NA,NA,
74,6,coup9877,coup3764,coup6107,coupMissing,11,hash157760,hash26742,hash93258,hash875,hash97563,hash1092,hash178850,NA,NA,NA,NA,NA,
75,6,coup2812,coupMissing,coupMissing,coupMissing,11,hash75546,hash18709,hash110410,hash187889,hash172590,hash587,hash84601,NA,NA,NA,NA,NA,
76,7,coup7858,coup2205,coup3016,coupMissing,11,hash172421,hash18518,hash94282,hash144013,hash116010,hash246172,hash234330,hash232822,NA,NA,NA,NA,
77,5,coup5769,coup8348,coup440,coupMissing,11,hash242029,hash221334,hash148224,hash215851,hash111853,hash116233,NA,NA,NA,NA,NA,NA,
78,6,coup5406,coupMissing,coupMissing,coupMissing,11,hash26644,hash90454,hash167255,hash86246,hash169836,hash99833,hash128368,NA,NA,NA,NA,NA,
79,5,coup4040,coupMissing,coupMissing,coupMissing,11,hash137487,hash231972,hash19383,hash18827,hash222960,hash120041,NA,NA,NA,NA,NA,NA,
80,4,coup955,coupMissing,coupMissing,coupMissing,11,hash90677,hash216443,hash64154,hash224829,hash235151,NA,NA,NA,NA,NA,NA,NA,
81,6,coup4646,coup1886,coup7132,coupMissing,11,hash219676,hash205571,hash66994,hash10262,hash12362,hash20075,hash13471,NA,NA,NA,NA,NA,
82,5,coup5731,coup7858,coup2208,coupMissing,11,hash116010,hash97314,hash190218,hash116884,hash172421,hash158960,NA,NA,NA,NA,NA,NA,
83,6,coup2581,coupMissing,coupMissing,coupMissing,11,hash227149,hash234671,hash63619,hash64218,hash53386,hash214956,hash150581,NA,NA,NA,NA,NA,
84,4,coup3495,coupMissing,coupMissing,coupMissing,11,hash147105,hash60128,hash220390,hash63025,hash87076,NA,NA,NA,NA,NA,NA,NA,
85,6,coup7132,coup3297,coup7116,coupMissing,11,hash13471,hash220140,hash38623,hash217591,hash219676,hash174846,hash210904,NA,NA,NA,NA,NA,
86,5,coup6566,coup1902,coup2812,coupMissing,11,hash172590,hash168372,hash85307,hash79254,hash75546,hash2254,NA,NA,NA,NA,NA,NA,
87,5,coup2270,coupMissing,coupMissing,coupMissing,11,hash198975,hash19725,hash194194,hash25187,hash65192,hash69173,NA,NA,NA,NA,NA,NA,
88,6,coup1997,coup5973,coup8636,coupMissing,11,hash228366,hash15400,hash122978,hash194796,hash60128,hash250158,hash10124,NA,NA,NA,NA,NA,
89,7,coup2205,coupMissing,coupMissing,coupMissing,11,hash144013,hash81308,hash172047,hash80448,hash238170,hash72778,hash101721,hash172421,NA,NA,NA,NA,
90,7,coup4597,coupMissing,coupMissing,coupMissing,11,hash150194,hash152401,hash234517,hash223356,hash115013,hash109870,hash71662,hash72346,NA,NA,NA,NA,
91,7,coup3201,coupMissing,coupMissing,coupMissing,11,hash106303,hash39528,hash49139,hash52328,hash147213,hash25015,hash94918,hash38839,NA,NA,NA,NA,
92,11,coup6356,coup9520,coup4326,coupMissing,11,hash65671,hash233534,hash187427,hash145304,hash55904,hash240554,hash133502,hash11818,hash30970,hash200424,hash3276,hash178947,
93,8,coup5194,coupMissing,coupMissing,coupMissing,11,hash69888,hash84876,hash87882,hash247888,hash35534,hash154380,hash9300,hash75882,hash57433,NA,NA,NA,
94,5,coup1214,coup7860,coup5441,coupMissing,11,hash122304,hash255070,hash39365,hash164993,hash38018,hash38839,NA,NA,NA,NA,NA,NA,
95,4,coup2208,coupMissing,coupMissing,coupMissing,11,hash116884,hash63204,hash201919,hash94836,hash116010,NA,NA,NA,NA,NA,NA,NA,
96,7,coup8636,coup1771,coup3495,coupMissing,11,hash60128,hash14750,hash35824,hash228366,hash47920,hash176210,hash147105,hash11506,NA,NA,NA,NA,
97,5,coup8338,coupMissing,coupMissing,coupMissing,11,hash189047,hash102461,hash22462,hash46240,hash57433,hash249066,NA,NA,NA,NA,NA,NA,
98,4,coup439,coup9554,coup8356,coupMissing,11,hash180341,hash54764,hash150403,hash209950,hash37388,NA,NA,NA,NA,NA,NA,NA,
99,6,coup1994,coupMissing,coupMissing,coupMissing,11,hash120664,hash105801,hash81633,hash213226,hash98625,hash169724,hash44869,NA,NA,NA,NA,NA,
100,5,coup4848,coup8282,coup2339,coupMissing,11,hash165218,hash171920,hash216717,hash252363,hash63619,hash168774,NA,NA,NA,NA,NA,NA,
101,5,coup5700,coupMissing,coupMissing,coupMissing,11,hash187236,hash210254,hash233010,hash68872,hash169665,hash250835,NA,NA,NA,NA,NA,NA,
102,6,coup5294,coup5891,coup6409,coupMissing,11,hash171067,hash255054,hash230982,hash65394,hash75952,hash95830,hash165295,NA,NA,NA,NA,NA,
103,4,coup2012,coup5893,coup6786,coupMissing,11,hash190017,hash136204,hash164330,hash149047,hash164194,NA,NA,NA,NA,NA,NA,NA,
104,4,coup5942,coup9849,coup348,coupMissing,11,hash110886,hash41044,hash237845,hash82686,hash9512,NA,NA,NA,NA,NA,NA,NA,
105,4,coup9554,coup6645,coupMissing,coupMissing,11,hash37388,hash76859,hash1092,hash180341,hash170735,NA,NA,NA,NA,NA,NA,NA,
106,5,coup9715,coupMissing,coupMissing,coupMissing,11,hash40035,hash71975,hash181500,hash119073,hash31909,hash159812,NA,NA,NA,NA,NA,NA,
107,6,coup6892,coupMissing,coupMissing,coupMissing,11,hash86524,hash209942,hash38104,hash33107,hash210788,hash41850,hash223761,NA,NA,NA,NA,NA,
108,4,coup5458,coup4040,coup2974,coupMissing,11,hash120041,hash61095,hash208416,hash137487,hash250158,NA,NA,NA,NA,NA,NA,NA,
109,6,coup3742,coup8075,coup649,coupMissing,11,hash35730,hash132635,hash189719,hash112291,hash37950,hash23547,hash214721,NA,NA,NA,NA,NA,
110,6,coup6107,coupMissing,coupMissing,coupMissing,11,hash178850,hash155104,hash73242,hash4282,hash17253,hash157760,hash135255,NA,NA,NA,NA,NA,
111,4,coup8103,coup3496,coup4064,coupMissing,11,hash208839,hash216304,hash41270,hash62320,hash155877,NA,NA,NA,NA,NA,NA,NA,
112,4,coup2661,coup3608,coup6014,coupMissing,11,hash226174,hash6711,hash255384,hash158960,hash185367,NA,NA,NA,NA,NA,NA,NA,
113,4,coup1942,coup5428,coup2148,coupMissing,11,hash230467,hash68445,hash224358,hash211759,hash140631,NA,NA,NA,NA,NA,NA,NA,
114,4,coup1660,coup501,coup1854,coupMissing,11,hash115542,hash44344,hash224358,hash169665,hash247054,NA,NA,NA,NA,NA,NA,NA,
115,5,coup4183,coupMissing,coupMissing,coupMissing,11,hash216946,hash100386,hash48615,hash3235,hash190225,hash159183,NA,NA,NA,NA,NA,NA,
116,5,coup1886,coupMissing,coupMissing,coupMissing,11,hash66994,hash130433,hash219676,hash196979,hash109283,hash109870,NA,NA,NA,NA,NA,NA,
117,5,coup4409,coupMissing,coupMissing,coupMissing,11,hash214326,hash2472,hash51237,hash59454,hash80066,hash85839,NA,NA,NA,NA,NA,NA,
118,5,coup6014,coupMissing,coupMissing,coupMissing,11,hash6711,hash156194,hash241241,hash37362,hash245039,hash226174,NA,NA,NA,NA,NA,NA,
119,5,coup9488,coup3157,coup7910,coupMissing,11,hash155745,hash15400,hash20381,hash150403,hash159383,hash186146,NA,NA,NA,NA,NA,NA,
120,5,coup1430,coup9540,coup3742,coupMissing,11,hash112291,hash17041,hash215403,hash14450,hash35730,hash88352,NA,NA,NA,NA,NA,NA,
121,4,coup5959,coup2535,coup6221,coupMissing,11,hash87860,hash162523,hash185457,hash204381,hash171068,NA,NA,NA,NA,NA,NA,NA,
122,4,coup8813,coupMissing,coupMissing,coupMissing,11,hash910,hash125961,hash161549,hash41690,hash93802,NA,NA,NA,NA,NA,NA,NA,
123,5,coup108,coupMissing,coupMissing,coupMissing,11,hash91930,hash173179,hash196613,hash56175,hash187906,hash62320,NA,NA,NA,NA,NA,NA,
124,5,coup4072,coup9062,coup2963,coupMissing,11,hash139994,hash152867,hash244526,hash52328,hash60902,hash145373,NA,NA,NA,NA,NA,NA,
125,4,coup615,coup2240,coupMissing,coupMissing,11,hash163770,hash47380,hash108934,hash172215,hash148662,NA,NA,NA,NA,NA,NA,NA,
126,7,coup8945,coup5576,coup9197,coupMissing,11,hash107714,hash134748,hash161139,hash248020,hash152867,hash100243,hash111853,hash151291,NA,NA,NA,NA,
127,5,coup1854,coup5700,coup1242,coupMissing,11,hash169665,hash187236,hash55077,hash208752,hash134546,hash115542,NA,NA,NA,NA,NA,NA,
128,5,coup1555,coup1210,coup9989,coupMissing,11,hash119892,hash255598,hash201997,hash10262,hash16649,hash128223,NA,NA,NA,NA,NA,NA,
129,5,coup3457,coup3792,coup1430,coupMissing,11,hash17041,hash186927,hash253183,hash112291,hash25150,hash163490,NA,NA,NA,NA,NA,NA,
130,5,coup1242,coupMissing,coupMissing,coupMissing,11,hash208752,hash144681,hash44888,hash237966,hash169665,hash140033,NA,NA,NA,NA,NA,NA,
131,6,coup6843,coup938,coup4500,coupMissing,11,hash77464,hash3907,hash42769,hash200816,hash186342,hash218781,hash167561,NA,NA,NA,NA,NA,
132,6,coup6177,coup5942,coup1150,coupMissing,11,hash9512,hash171297,hash65394,hash110886,hash193619,hash119497,hash41731,NA,NA,NA,NA,NA,
133,5,coup9364,coup7485,coup6892,coupMissing,11,hash223761,hash46905,hash230932,hash215851,hash94955,hash86524,NA,NA,NA,NA,NA,NA,
134,6,coup9520,coupMissing,coupMissing,coupMissing,11,hash178947,hash92831,hash160564,hash2151,hash16211,hash124546,hash65671,NA,NA,NA,NA,NA,
135,5,coup2535,coupMissing,coupMissing,coupMissing,11,hash162523,hash87860,hash228293,hash201963,hash176626,hash238584,NA,NA,NA,NA,NA,NA,
136,6,coup9494,coupMissing,coupMissing,coupMissing,11,hash203624,hash239183,hash217378,hash72183,hash66306,hash177240,hash159183,NA,NA,NA,NA,NA,
137,5,coup6115,coup8104,coup7777,coupMissing,11,hash229897,hash108934,hash224981,hash96209,hash162276,hash176467,NA,NA,NA,NA,NA,NA,
138,6,coup8139,coup6566,coup6973,coupMissing,11,hash168372,hash160961,hash176099,hash211932,hash106173,hash172590,hash13674,NA,NA,NA,NA,NA,
139,4,coup5463,coup98,coup5950,coupMissing,11,hash67178,hash133861,hash42769,hash75330,hash113333,NA,NA,NA,NA,NA,NA,NA,
140,5,coup5441,coupMissing,coupMissing,coupMissing,11,hash164993,hash122304,hash101150,hash132904,hash175106,hash94955,NA,NA,NA,NA,NA,NA,
141,4,coup6577,coup8941,coup3318,coupMissing,11,hash123031,hash252277,hash197230,hash41270,hash28090,NA,NA,NA,NA,NA,NA,NA,
142,5,coup7405,coup1997,coup5458,coupMissing,11,hash250158,hash106039,hash228366,hash48849,hash10464,hash120041,NA,NA,NA,NA,NA,NA,
143,5,coup562,coup4409,coupMissing,coupMissing,11,hash59454,hash141587,hash62052,hash214326,hash143425,hash195977,NA,NA,NA,NA,NA,NA,
144,5,coup3169,coupMissing,coupMissing,coupMissing,11,hash142589,hash3907,hash209120,hash134394,hash25930,hash147675,NA,NA,NA,NA,NA,NA,
145,6,coup1828,coupMissing,coupMissing,coupMissing,11,hash234213,hash63619,hash62546,hash211076,hash33075,hash134563,hash250835,NA,NA,NA,NA,NA,
146,4,coup1224,coup6843,coup5463,coupMissing,11,hash42769,hash67178,hash197230,hash74140,hash77464,NA,NA,NA,NA,NA,NA,NA,
147,7,coup5973,coup4107,coup6824,coupMissing,11,hash15400,hash106329,hash55292,hash155745,hash228366,hash218292,hash174576,hash244428,NA,NA,NA,NA,
148,4,coup8348,coupMissing,coupMissing,coupMissing,11,hash221334,hash242029,hash94845,hash61160,hash167515,NA,NA,NA,NA,NA,NA,NA,
149,4,coup2963,coup8945,coup7025,coupMissing,11,hash152867,hash81633,hash73922,hash139994,hash107714,NA,NA,NA,NA,NA,NA,NA,
150,4,coup3888,coupMissing,coupMissing,coupMissing,11,hash53944,hash220040,hash176099,hash98474,hash51194,NA,NA,NA,NA,NA,NA,NA,
151,6,coup3318,coupMissing,coupMissing,coupMissing,11,hash252277,hash184168,hash152663,hash123031,hash199470,hash240554,hash69046,NA,NA,NA,NA,NA,
152,5,coup8887,coup6577,coup1224,coupMissing,11,hash197230,hash42769,hash185004,hash68445,hash123031,hash212966,NA,NA,NA,NA,NA,NA,
153,6,coup1687,coup5657,coup8813,coupMissing,11,hash93802,hash124201,hash910,hash237796,hash160792,hash209950,hash240064,NA,NA,NA,NA,NA,
154,5,coup9677,coup3888,coup8139,coupMissing,11,hash176099,hash166874,hash53944,hash168372,hash129892,hash189718,NA,NA,NA,NA,NA,NA,
155,5,coup348,coupMissing,coupMissing,coupMissing,11,hash82686,hash152294,hash233534,hash47415,hash110886,hash156549,NA,NA,NA,NA,NA,NA,
156,5,coup9197,coupMissing,coupMissing,coupMissing,11,hash151291,hash145264,hash140264,hash107714,hash164327,hash144319,NA,NA,NA,NA,NA,NA,
157,7,coup938,coup9108,coup3169,coupMissing,11,hash3907,hash216756,hash145322,hash238957,hash240012,hash142589,hash216909,hash77464,NA,NA,NA,NA,
158,5,coup4246,coup4842,coupMissing,coupMissing,11,hash254167,hash43994,hash24183,hash169538,hash253395,hash150501,NA,NA,NA,NA,NA,NA,
159,5,coup2974,coupMissing,coupMissing,coupMissing,11,hash208416,hash58115,hash146566,hash170014,hash35523,hash120041,NA,NA,NA,NA,NA,NA,
160,4,coup8312,coupMissing,coupMissing,coupMissing,11,hash102249,hash108105,hash140077,hash96477,hash247435,NA,NA,NA,NA,NA,NA,NA,
161,5,coup6973,coupMissing,coupMissing,coupMissing,11,hash106173,hash25364,hash40171,hash155095,hash168372,hash233193,NA,NA,NA,NA,NA,NA,
162,5,coup6221,coupMissing,coupMissing,coupMissing,11,hash204381,hash235450,hash86328,hash232545,hash87860,hash239731,NA,NA,NA,NA,NA,NA,
163,4,coup1954,coupMissing,coupMissing,coupMissing,11,hash100583,hash31769,hash97351,hash68445,hash60789,NA,NA,NA,NA,NA,NA,NA,
164,4,coup7507,coup9889,coup7178,coupMissing,11,hash12930,hash149083,hash93807,hash250037,hash160159,NA,NA,NA,NA,NA,NA,NA,
165,5,coup7629,coup2574,coup2488,coupMissing,11,hash16715,hash198882,hash123791,hash43454,hash127346,hash3929,NA,NA,NA,NA,NA,NA,
166,5,coup8481,coup1892,coup4973,coupMissing,11,hash223557,hash33842,hash112811,hash103046,hash137739,hash42331,NA,NA,NA,NA,NA,NA,
167,5,coup298,coupMissing,coupMissing,coupMissing,11,hash45562,hash85307,hash45564,hash208629,hash155823,hash166852,NA,NA,NA,NA,NA,NA,
168,7,coup649,coupMissing,coupMissing,coupMissing,11,hash37950,hash72482,hash44545,hash69119,hash143027,hash35730,hash223339,hash9020,NA,NA,NA,NA,
169,8,coup4842,coup1157,coup4106,coupMissing,11,hash150501,hash241494,hash254167,hash79653,hash108717,hash182997,hash15260,hash171188,hash169292,NA,NA,NA,
170,5,coup2761,coup8481,coup4154,coupMissing,11,hash112811,hash240202,hash81633,hash223557,hash185637,hash91291,NA,NA,NA,NA,NA,NA,
171,4,coup8215,coup3335,coup9715,coupMissing,11,hash159812,hash174709,hash223356,hash160711,hash40035,NA,NA,NA,NA,NA,NA,NA,
172,6,coup3157,coupMissing,coupMissing,coupMissing,11,hash186146,hash43906,hash155745,hash163583,hash64675,hash55453,hash188292,NA,NA,NA,NA,NA,
173,4,coup9592,coupMissing,coupMissing,coupMissing,11,hash193804,hash140077,hash108699,hash219762,hash198811,NA,NA,NA,NA,NA,NA,NA,
174,5,coup6722,coup9972,coup3304,coupMissing,11,hash164492,hash32217,hash166874,hash75473,hash129892,hash209558,NA,NA,NA,NA,NA,NA,
175,4,coup8519,coup439,coup1687,coupMissing,11,hash209950,hash85995,hash180341,hash93802,hash49988,NA,NA,NA,NA,NA,NA,NA,
176,4,coup3304,coup1385,coupMissing,coupMissing,11,hash209558,hash164492,hash156822,hash62964,hash35888,NA,NA,NA,NA,NA,NA,NA,
177,7,coup9989,coupMissing,coupMissing,coupMissing,11,hash128223,hash23218,hash61227,hash112031,hash156549,hash116070,hash204863,hash119892,NA,NA,NA,NA,
178,4,coup2085,coupMissing,coupMissing,coupMissing,11,hash114376,hash192765,hash122978,hash59257,hash215045,NA,NA,NA,NA,NA,NA,NA,
179,6,coup4490,coupMissing,coupMissing,coupMissing,11,hash176627,hash118169,hash226526,hash58337,hash65179,hash99672,hash161369,NA,NA,NA,NA,NA,
180,3,coup4571,coup7405,coupMissing,coupMissing,11,hash106039,hash211759,hash250158,hash145311,NA,NA,NA,NA,NA,NA,NA,NA,
181,4,coup6091,coupMissing,coupMissing,coupMissing,11,hash53177,hash195460,hash121905,hash190943,hash215851,NA,NA,NA,NA,NA,NA,NA,
