RDS
750,3,coupMissing,
86,4,coup9194,coupMissing,coupMissing,coupMissing,11,hash3524,hash2063,hash323,hash2096,hash3712,NA,NA,NA,NA,NA,NA,NA,
87,4,coup21,coup9919,coup5350,coupMissing,11,hash2735,hash2003,hash706,hash2118,hash203,NA,NA,NA,NA,NA,NA,NA,
88,8,coup8008,coupMissing,coupMissing,coupMissing,11,hash3703,hash3908,hash226,hash2274,hash2104,hash657,hash1407,hash708,hash3533,NA,NA,NA,
89,4,coup9659,coupMissing,coupMissing,coupMissing,11,hash3022,hash530,hash271,hash931,hash3861,NA,NA,NA,NA,NA,NA,NA,
90,5,coup8767,coupMissing,coupMissing,coupMissing,11,hash2707,hash2728,hash3207,hash3618,hash1874,hash1012,NA,NA,NA,NA,NA,NA,
91,6,coup4851,coupMissing,coupMissing,coupMissing,11,hash1599,hash3660,hash1089,hash388,hash2227,hash2677,hash2130,NA,NA,NA,NA,NA,
92,5,coup266,coupMissing,coupMissing,coupMissing,11,hash3546,hash638,hash1875,hash2247,hash2045,hash3560,NA,NA,NA,NA,NA,NA,
93,4,coup120,coup3102,coup4811,coupMissing,11,hash2908,hash1326,hash3899,hash779,hash3711,NA,NA,NA,NA,NA,NA,NA,
94,6,coup8211,coupMissing,coupMissing,coupMissing,11,hash2273,hash516,hash716,hash2412,hash2644,hash1146,hash1313,NA,NA,NA,NA,NA,
95,5,coup1874,coupMissing,coupMissing,coupMissing,11,hash3688,hash3236,hash2454,hash1075,hash358,hash1841,NA,NA,NA,NA,NA,NA,
96,6,coup724,coup1685,coup1746,coupMissing,11,hash2372,hash988,hash3829,hash902,hash190,hash919,hash2111,NA,NA,NA,NA,NA,
97,4,coup7879,coupMissing,coupMissing,coupMissing,11,hash3313,hash3796,hash517,hash16,hash57,NA,NA,NA,NA,NA,NA,NA,
98,5,coup4646,coup6728,coup6422,coupMissing,11,hash537,hash2659,hash548,hash1030,hash749,hash1414,NA,NA,NA,NA,NA,NA,
99,4,coup8159,coup2217,coup63,coupMissing,11,hash1486,hash3064,hash980,hash2800,hash178,NA,NA,NA,NA,NA,NA,NA,
100,5,coup8530,coupMissing,coupMissing,coupMissing,11,hash1648,hash3929,hash3366,hash684,hash3400,hash749,NA,NA,NA,NA,NA,NA,
101,5,coup9703,coup5452,coup228,coupMissing,11,hash2556,hash559,hash3365,hash2353,hash1365,hash2626,NA,NA,NA,NA,NA,NA,
102,5,coup9492,coup7328,coup3294,coupMissing,11,hash665,hash2249,hash589,hash1366,hash2441,hash964,NA,NA,NA,NA,NA,NA,
103,7,coup4425,coupMissing,coupMissing,coupMissing,11,hash2166,hash961,hash1305,hash1934,hash161,hash1136,hash3032,hash3269,NA,NA,NA,NA,
104,5,coup3094,coupMissing,coupMissing,coupMissing,11,hash1896,hash1572,hash27,hash777,hash2707,hash2860,NA,NA,NA,NA,NA,NA,
105,6,coup211,coup3189,coupMissing,coupMissing,11,hash2017,hash3863,hash461,hash941,hash1076,hash3073,hash1507,NA,NA,NA,NA,NA,
106,7,coup6704,coup6957,coup5109,coupMissing,11,hash3,hash120,hash2637,hash3877,hash2492,hash1206,hash3793,hash977,NA,NA,NA,NA,
107,6,coup3183,coupMissing,coupMissing,coupMissing,11,hash657,hash656,hash2003,hash700,hash1844,hash1060,hash720,NA,NA,NA,NA,NA,
108,5,coup236,coupMissing,coupMissing,coupMissing,11,hash2358,hash1054,hash302,hash1715,hash683,hash2390,NA,NA,NA,NA,NA,NA,
109,5,coup7328,coup6793,coup6916,coupMissing,11,hash2249,hash2661,hash3724,hash958,hash665,hash3962,NA,NA,NA,NA,NA,NA,
110,5,coup6748,coup6503,coup8463,coupMissing,11,hash1377,hash3405,hash322,hash1337,hash3383,hash18,NA,NA,NA,NA,NA,NA,
111,5,coup529,coup7483,coup5373,coupMissing,11,hash2593,hash2154,hash353,hash3145,hash2546,hash2860,NA,NA,NA,NA,NA,NA,
112,6,coup8671,coupMissing,coupMissing,coupMissing,11,hash510,hash1156,hash2532,hash0,hash3600,hash2692,hash3919,NA,NA,NA,NA,NA,
113,5,coup1217,coup5220,coup7399,coupMissing,11,hash1738,hash3127,hash1001,hash1523,hash1398,hash1518,NA,NA,NA,NA,NA,NA,
114,4,coup7562,coup4290,coupMissing,coupMissing,11,hash614,hash3036,hash2154,hash1009,hash2912,NA,NA,NA,NA,NA,NA,NA,
115,4,coup8492,coupMissing,coupMissing,coupMissing,11,hash2573,hash981,hash1704,hash2174,hash2862,NA,NA,NA,NA,NA,NA,NA,
116,5,coup6885,coupMissing,coupMissing,coupMissing,11,hash1954,hash3128,hash2522,hash1850,hash3756,hash2926,NA,NA,NA,NA,NA,NA,
117,4,coup3102,coupMissing,coupMissing,coupMissing,11,hash1326,hash178,hash82,hash3475,hash2908,NA,NA,NA,NA,NA,NA,NA,
118,6,coup7097,coup1334,coup5879,coupMissing,11,hash876,hash2143,hash2807,hash2735,hash2905,hash3481,hash2112,NA,NA,NA,NA,NA,
119,4,coup7623,coupMissing,coupMissing,coupMissing,11,hash1448,hash1916,hash380,hash3020,hash2472,NA,NA,NA,NA,NA,NA,NA,
120,4,coup1178,coup5095,coup6898,coupMissing,11,hash2575,hash2822,hash955,hash878,hash251,NA,NA,NA,NA,NA,NA,NA,
121,4,coup7875,coupMissing,coupMissing,coupMissing,11,hash169,hash2597,hash680,hash3273,hash718,NA,NA,NA,NA,NA,NA,NA,
122,4,coup5275,coup9404,coup2795,coupMissing,11,hash3062,hash1508,hash356,hash2717,hash2934,NA,NA,NA,NA,NA,NA,NA,
123,6,coup6749,coup8772,coup5399,coupMissing,11,hash516,hash1540,hash462,hash2196,hash795,hash3324,hash2428,NA,NA,NA,NA,NA,
124,8,coup8356,coupMissing,coupMissing,coupMissing,11,hash1326,hash1331,hash3458,hash3833,hash1142,hash2172,hash3595,hash266,hash2863,NA,NA,NA,
125,7,coup7062,coupMissing,coupMissing,coupMissing,11,hash827,hash2194,hash3050,hash3088,hash1012,hash1554,hash1233,hash1935,NA,NA,NA,NA,
126,5,coup2153,coupMissing,coupMissing,coupMissing,11,hash508,hash2437,hash2758,hash1659,hash2191,hash842,NA,NA,NA,NA,NA,NA,
127,6,coup4202,coupMissing,coupMissing,coupMissing,11,hash3431,hash1398,hash1238,hash3735,hash1668,hash1889,hash3666,NA,NA,NA,NA,NA,
128,6,coup3759,coupMissing,coupMissing,coupMissing,11,hash1525,hash1684,hash1704,hash1114,hash3169,hash168,hash1924,NA,NA,NA,NA,NA,
129,6,coup1423,coup4953,coup8008,coupMissing,11,hash3908,hash2795,hash3374,hash3703,hash3382,hash1747,hash2919,NA,NA,NA,NA,NA,
130,4,coup8874,coup9515,coup4068,coupMissing,11,hash1549,hash2483,hash2230,hash2641,hash3584,NA,NA,NA,NA,NA,NA,NA,
131,4,coup5352,coupMissing,coupMissing,coupMissing,11,hash945,hash756,hash1013,hash2610,hash1119,NA,NA,NA,NA,NA,NA,NA,
132,4,coup6381,coupMissing,coupMissing,coupMissing,11,hash3421,hash192,hash2951,hash2168,hash3512,NA,NA,NA,NA,NA,NA,NA,
133,6,coup6224,coupMissing,coupMissing,coupMissing,11,hash1887,hash3722,hash2610,hash3817,hash857,hash3558,hash1511,NA,NA,NA,NA,NA,
134,5,coup5860,coupMissing,coupMissing,coupMissing,11,hash3698,hash166,hash3559,hash2721,hash2996,hash3081,NA,NA,NA,NA,NA,NA,
135,5,coup8869,coup2097,coup8281,coupMissing,11,hash3781,hash2078,hash3273,hash1739,hash755,hash3324,NA,NA,NA,NA,NA,NA,
136,5,coup5677,coupMissing,coupMissing,coupMissing,11,hash358,hash1815,hash2760,hash3057,hash616,hash220,NA,NA,NA,NA,NA,NA,
137,4,coup5550,coup8643,coup405,coupMissing,11,hash1101,hash3530,hash771,hash3201,hash1504,NA,NA,NA,NA,NA,NA,NA,
138,10,coup1401,coupMissing,coupMissing,coupMissing,11,hash1267,hash3915,hash2445,hash436,hash15,hash2833,hash1382,hash2927,hash203,hash1870,hash1612,NA,
139,5,coup72,coupMissing,coupMissing,coupMissing,11,hash3337,hash2490,hash1334,hash939,hash2040,hash1569,NA,NA,NA,NA,NA,NA,
140,6,coup2171,coup6924,coup5008,coupMissing,11,hash1812,hash1263,hash3957,hash243,hash1269,hash1396,hash3130,NA,NA,NA,NA,NA,
141,6,coup9790,coupMissing,coupMissing,coupMissing,11,hash1831,hash189,hash656,hash1809,hash1641,hash442,hash2773,NA,NA,NA,NA,NA,
142,6,coup4575,coup5355,coup3785,coupMissing,11,hash2187,hash2416,hash1900,hash1465,hash1456,hash1053,hash2671,NA,NA,NA,NA,NA,
143,5,coup9040,coupMissing,coupMissing,coupMissing,11,hash3370,hash2272,hash3791,hash3070,hash548,hash3744,NA,NA,NA,NA,NA,NA,
144,5,coup2818,coupMissing,coupMissing,coupMissing,11,hash2704,hash1319,hash1088,hash1654,hash3239,hash1258,NA,NA,NA,NA,NA,NA,
145,4,coup6945,coupMissing,coupMissing,coupMissing,11,hash1642,hash2402,hash1465,hash3976,hash341,NA,NA,NA,NA,NA,NA,NA,
146,9,coup2492,coupMissing,coupMissing,coupMissing,11,hash187,hash3846,hash2304,hash1566,hash3769,hash2695,hash2428,hash2731,hash603,hash1697,NA,NA,
147,5,coup5230,coup4425,coupMissing,coupMissing,11,hash1934,hash1488,hash1808,hash357,hash2166,hash2744,NA,NA,NA,NA,NA,NA,
148,7,coup6783,coup897,coup9375,coupMissing,11,hash3521,hash1845,hash3252,hash3831,hash39,hash2410,hash3887,hash530,NA,NA,NA,NA,
149,5,coup1686,coupMissing,coupMissing,coupMissing,11,hash1223,hash2389,hash3646,hash2807,hash3303,hash1962,NA,NA,NA,NA,NA,NA,
150,5,coup1583,coup1069,coup6919,coupMissing,11,hash877,hash2473,hash1072,hash1381,hash806,hash3662,NA,NA,NA,NA,NA,NA,
151,6,coup7190,coupMissing,coupMissing,coupMissing,11,hash1816,hash3087,hash2360,hash1121,hash1980,hash1801,hash2160,NA,NA,NA,NA,NA,
152,5,coup866,coupMissing,coupMissing,coupMissing,11,hash1706,hash1876,hash1472,hash1297,hash1548,hash1415,NA,NA,NA,NA,NA,NA,
153,6,coup3179,coup9213,coupMissing,coupMissing,11,hash225,hash2207,hash3639,hash556,hash804,hash3509,hash2230,NA,NA,NA,NA,NA,
154,5,coup3001,coup1163,coup1401,coupMissing,11,hash2927,hash2118,hash3534,hash1233,hash1072,hash1267,NA,NA,NA,NA,NA,NA,
155,6,coup7042,coup6749,coup2013,coupMissing,11,hash1540,hash1399,hash990,hash2489,hash2249,hash1171,hash516,NA,NA,NA,NA,NA,
156,4,coup2394,coupMissing,coupMissing,coupMissing,11,hash3980,hash3027,hash1277,hash2505,hash1242,NA,NA,NA,NA,NA,NA,NA,
157,5,coup873,coup8581,coup9615,coupMissing,11,hash1255,hash1123,hash1725,hash3993,hash3468,hash1280,NA,NA,NA,NA,NA,NA,
158,5,coup8281,coup7709,coup3028,coupMissing,11,hash1739,hash2647,hash2493,hash3781,hash2489,hash2602,NA,NA,NA,NA,NA,NA,
159,6,coup6191,coupMissing,coupMissing,coupMissing,11,hash3633,hash28,hash364,hash301,hash3162,hash1973,hash3581,NA,NA,NA,NA,NA,
160,5,coup8658,coup1520,coup5550,coupMissing,11,hash3530,hash2054,hash2234,hash2546,hash3944,hash1101,NA,NA,NA,NA,NA,NA,
161,7,coup2936,coup1507,coup6885,coupMissing,11,hash3756,hash1163,hash470,hash2840,hash3327,hash1490,hash2109,hash1954,NA,NA,NA,NA,
162,7,coup1958,coup6203,coup426,coupMissing,11,hash1701,hash3879,hash3448,hash1259,hash1653,hash2557,hash550,hash2085,NA,NA,NA,NA,
163,5,coup850,coupMissing,coupMissing,coupMissing,11,hash1626,hash2216,hash2807,hash2229,hash1333,hash241,NA,NA,NA,NA,NA,NA,
164,4,coup6653,coupMissing,coupMissing,coupMissing,11,hash1113,hash3899,hash997,hash2889,hash55,NA,NA,NA,NA,NA,NA,NA,
165,5,coup9177,coupMissing,coupMissing,coupMissing,11,hash701,hash508,hash3736,hash763,hash1136,hash3746,NA,NA,NA,NA,NA,NA,
166,4,coup5430,coupMissing,coupMissing,coupMissing,11,hash2049,hash2292,hash1040,hash2060,hash2180,NA,NA,NA,NA,NA,NA,NA,
167,4,coup1069,coupMissing,coupMissing,coupMissing,11,hash1381,hash407,hash710,hash877,hash765,NA,NA,NA,NA,NA,NA,NA,
168,6,coup7469,coup8014,coup862,coupMissing,11,hash2728,hash736,hash1583,hash1817,hash2707,hash2641,hash904,NA,NA,NA,NA,NA,
169,4,coup7802,coup6006,coup4001,coupMissing,11,hash3479,hash3061,hash534,hash559,hash534,NA,NA,NA,NA,NA,NA,NA,
170,5,coup3871,coup4575,coup1962,coupMissing,11,hash1900,hash195,hash2187,hash1360,hash325,hash2345,NA,NA,NA,NA,NA,NA,
171,5,coup6851,coup2886,coup5166,coupMissing,11,hash867,hash545,hash432,hash3260,hash441,hash2936,NA,NA,NA,NA,NA,NA,
172,5,coup9219,coup3617,coup3035,coupMissing,11,hash785,hash1692,hash1821,hash158,hash364,hash3645,NA,NA,NA,NA,NA,NA,
173,4,coup4604,coupMissing,coupMissing,coupMissing,11,hash3160,hash1845,hash1389,hash1945,hash1171,NA,NA,NA,NA,NA,NA,NA,
174,5,coup9451,coup8879,coup8470,coupMissing,11,hash2267,hash172,hash2982,hash1311,hash2914,hash1159,NA,NA,NA,NA,NA,NA,
175,4,coup218,coup4263,coup912,coupMissing,11,hash3121,hash502,hash718,hash1967,hash1313,NA,NA,NA,NA,NA,NA,NA,
176,7,coup4248,coupMissing,coupMissing,coupMissing,11,hash2071,hash533,hash2685,hash1859,hash2158,hash2602,hash590,hash667,NA,NA,NA,NA,
177,6,coup8463,coup9891,coup7409,coupMissing,11,hash3383,hash1377,hash1435,hash1013,hash3463,hash3367,hash168,NA,NA,NA,NA,NA,
178,5,coup4401,coup1703,coup8620,coupMissing,11,hash2781,hash1084,hash840,hash997,hash1218,hash738,NA,NA,NA,NA,NA,NA,
179,5,coup8036,coupMissing,coupMissing,coupMissing,11,hash857,hash113,hash2718,hash1313,hash323,hash734,NA,NA,NA,NA,NA,NA,
180,5,coup2969,coup6977,coup3877,coupMissing,11,hash1322,hash1636,hash166,hash3865,hash430,hash1853,NA,NA,NA,NA,NA,NA,
181,5,coup3436,coupMissing,coupMissing,coupMissing,11,hash21,hash2941,hash2391,hash1277,hash2674,hash2712,NA,NA,NA,NA,NA,NA,
182,5,coup6049,coupMissing,coupMissing,coupMissing,11,hash508,hash3204,hash1683,hash701,hash3675,hash430,NA,NA,NA,NA,NA,NA,
183,5,coup272,coup9418,coupMissing,coupMissing,11,hash1781,hash2845,hash1443,hash847,hash1166,hash176,NA,NA,NA,NA,NA,NA,
184,5,coup3314,coupMissing,coupMissing,coupMissing,11,hash797,hash787,hash1345,hash3618,hash3281,hash3729,NA,NA,NA,NA,NA,NA,
