RDS
500,3,coupMissing,
25,6,coup1718,coupMissing,coupMissing,coupMissing,10,hash86991,hash41629,hash198264,hash38748,hash226599,hash200402,hash72515,NA,NA,NA,NA,
26,5,coup3655,coup2771,coup242,coupMissing,10,hash239977,hash198331,hash32528,hash162018,hash39870,hash188719,NA,NA,NA,NA,NA,
27,7,coup3523,coupMissing,coupMissing,coupMissing,10,hash183028,hash110176,hash134513,hash152938,hash104941,hash3292,hash171247,hash68871,NA,NA,NA,
28,5,coup4911,coupMissing,coupMissing,coupMissing,10,hash83306,hash134067,hash124017,hash93551,hash191737,hash199902,NA,NA,NA,NA,NA,
29,7,coup2771,coupMissing,coupMissing,coupMissing,10,hash188719,hash239977,hash205511,hash215619,hash182540,hash27096,hash35793,hash254637,NA,NA,NA,
30,4,coup509,coupMissing,coupMissing,coupMissing,10,hash232690,hash193034,hash123051,hash116566,hash927,NA,NA,NA,NA,NA,NA,
31,5,coup4619,coup2651,coup1729,coupMissing,10,hash43897,hash198331,hash218241,hash18914,hash100651,hash148820,NA,NA,NA,NA,NA,
32,6,coup3796,coupMissing,coupMissing,coupMissing,10,hash119095,hash159960,hash177006,hash209496,hash44008,hash96379,hash239464,NA,NA,NA,NA,
33,6,coup989,coupMissing,coupMissing,coupMissing,10,hash54177,hash179329,hash44206,hash155961,hash40359,hash159087,hash104819,NA,NA,NA,NA,
34,7,coup4435,coupMissing,coupMissing,coupMissing,10,hash198485,hash101285,hash237428,hash71496,hash70747,hash252252,hash95233,hash105696,NA,NA,NA,
35,5,coup343,coupMissing,coupMissing,coupMissing,10,hash219801,hash105966,hash90525,hash38347,hash230329,hash31035,NA,NA,NA,NA,NA,
36,5,coup2039,coupMissing,coupMissing,coupMissing,10,hash182036,hash65798,hash244982,hash141065,hash150524,hash202159,NA,NA,NA,NA,NA,
37,4,coup3178,coup1792,coup3335,coupMissing,10,hash5059,hash241789,hash204742,hash186055,hash68871,NA,NA,NA,NA,NA,NA,
38,5,coup1726,coup3796,coup2554,coupMissing,10,hash159960,hash250929,hash127339,hash127214,hash45475,hash119095,NA,NA,NA,NA,NA,
39,5,coup2775,coup843,coup179,coupMissing,10,hash178730,hash205660,hash81041,hash69246,hash108406,hash135494,NA,NA,NA,NA,NA,
40,4,coup1949,coupMissing,coupMissing,coupMissing,10,hash220939,hash99151,hash135318,hash73636,hash43475,NA,NA,NA,NA,NA,NA,
41,4,coup2129,coupMissing,coupMissing,coupMissing,10,hash124421,hash126843,hash87917,hash205469,hash187577,NA,NA,NA,NA,NA,NA,
42,5,coup862,coupMissing,coupMissing,coupMissing,10,hash202385,hash18553,hash167709,hash196900,hash91251,hash168106,NA,NA,NA,NA,NA,
43,5,coup2049,coup4469,coupMissing,coupMissing,10,hash129593,hash223270,hash75056,hash92578,hash156272,hash57956,NA,NA,NA,NA,NA,
44,6,coup752,coup1187,coupMissing,coupMissing,10,hash225672,hash245341,hash215879,hash99134,hash172577,hash98507,hash129029,NA,NA,NA,NA,
45,6,coup241,coup1263,coup4582,coupMissing,10,hash33482,hash50092,hash2694,hash241060,hash119197,hash927,hash247802,NA,NA,NA,NA,
46,6,coup4990,coupMissing,coupMissing,coupMissing,10,hash220215,hash145041,hash101887,hash249318,hash50064,hash197190,hash71655,NA,NA,NA,NA,
47,5,coup354,coupMissing,coupMissing,coupMissing,10,hash138811,hash54990,hash242552,hash198932,hash211350,hash251838,NA,NA,NA,NA,NA,
48,5,coup4939,coup1873,coup4234,coupMissing,10,hash220051,hash140131,hash224378,hash48434,hash182174,hash148335,NA,NA,NA,NA,NA,
49,7,coup97,coup2938,coup2219,coupMissing,10,hash9728,hash214982,hash41813,hash132288,hash88795,hash97092,hash13837,hash159087,NA,NA,NA,
50,5,coup532,coup2394,coup3762,coupMissing,10,hash3223,hash152058,hash128953,hash215879,hash238320,hash215085,NA,NA,NA,NA,NA,
51,6,coup1676,coupMissing,coupMissing,coupMissing,10,hash51509,hash65798,hash119518,hash96920,hash1072,hash105851,hash58140,NA,NA,NA,NA,
52,4,coup3616,coup2612,coup4774,coupMissing,10,hash51411,hash188868,hash23063,hash214954,hash173836,NA,NA,NA,NA,NA,NA,
53,4,coup2340,coup2772,coup1928,coupMissing,10,hash38453,hash72070,hash8248,hash245781,hash250663,NA,NA,NA,NA,NA,NA,
54,10,coup4031,coup742,coup3992,coupMissing,10,hash176588,hash149835,hash248379,hash104176,hash32992,hash32931,hash27692,hash232737,hash29797,hash126310,hash75353,
55,5,coup1564,coup3708,coup3562,coupMissing,10,hash51968,hash31315,hash79226,hash187194,hash48125,hash146041,NA,NA,NA,NA,NA,
56,7,coup4061,coup3659,coup4381,coupMissing,10,hash167650,hash39500,hash196351,hash32666,hash77652,hash10102,hash230991,hash171066,NA,NA,NA,
57,6,coup2747,coupMissing,coupMissing,coupMissing,10,hash226117,hash84816,hash234064,hash63622,hash67761,hash239995,hash9303,NA,NA,NA,NA,
58,4,coup4057,coupMissing,coupMissing,coupMissing,10,hash71264,hash215030,hash26908,hash8248,hash204669,NA,NA,NA,NA,NA,NA,
59,5,coup955,coupMissing,coupMissing,coupMissing,10,hash169023,hash197042,hash68782,hash13329,hash127339,hash50927,NA,NA,NA,NA,NA,
60,6,coup2322,coup3545,coup2743,coupMissing,10,hash207660,hash215775,hash57749,hash52542,hash91192,hash39169,hash220067,NA,NA,NA,NA,
61,5,coup4098,coupMissing,coupMissing,coupMissing,10,hash112961,hash54990,hash17972,hash150231,hash44206,hash241976,NA,NA,NA,NA,NA,
62,4,coup2097,coup4591,coup3385,coupMissing,10,hash20150,hash195079,hash116211,hash254399,hash11994,NA,NA,NA,NA,NA,NA,
63,6,coup4957,coup1079,coup4888,coupMissing,10,hash222409,hash199744,hash88991,hash127825,hash93837,hash193373,hash48550,NA,NA,NA,NA,
64,6,coup845,coupMissing,coupMissing,coupMissing,10,hash102487,hash248037,hash75712,hash1072,hash184548,hash179834,hash252307,NA,NA,NA,NA,
65,5,coup2477,coup3926,coup2344,coupMissing,10,hash112963,hash215581,hash158094,hash219971,hash155729,hash115487,NA,NA,NA,NA,NA,
66,7,coup1632,coup413,coup1780,coupMissing,10,hash11376,hash1600,hash228852,hash24711,hash113570,hash178023,hash80543,hash75499,NA,NA,NA,
67,4,coup2244,coupMissing,coupMissing,coupMissing,10,hash17384,hash130082,hash82080,hash59434,hash156787,NA,NA,NA,NA,NA,NA,
68,5,coup1537,coupMissing,coupMissing,coupMissing,10,hash249206,hash205172,hash243672,hash30918,hash134408,hash55304,NA,NA,NA,NA,NA,
69,7,coup2108,coupMissing,coupMissing,coupMissing,10,hash23202,hash144274,hash50533,hash190563,hash36567,hash235027,hash170138,hash113018,NA,NA,NA,
70,5,coup3811,coupMissing,coupMissing,coupMissing,10,hash214896,hash103270,hash212377,hash220495,hash225469,hash63999,NA,NA,NA,NA,NA,
71,5,coup2428,coup4098,coupMissing,coupMissing,10,hash54990,hash138811,hash112961,hash118907,hash36129,hash28882,NA,NA,NA,NA,NA,
72,7,coup3384,coup4065,coup4121,coupMissing,10,hash216646,hash18620,hash248280,hash208014,hash148982,hash132396,hash167387,hash177466,NA,NA,NA,
73,7,coup1601,coup1720,coup3002,coupMissing,10,hash229176,hash152399,hash152540,hash85048,hash173531,hash204832,hash13021,hash83114,NA,NA,NA,
74,6,coup233,coup1993,coup1613,coupMissing,10,hash44624,hash22019,hash50064,hash27096,hash207015,hash233619,hash64515,NA,NA,NA,NA,
75,6,coup1671,coup2882,coup2244,coupMissing,10,hash82080,hash22531,hash189360,hash17384,hash137727,hash205793,hash59293,NA,NA,NA,NA,
76,6,coup2761,coupMissing,coupMissing,coupMissing,10,hash247620,hash169669,hash252469,hash30426,hash9022,hash193178,hash18914,NA,NA,NA,NA,
77,4,coup1386,coup989,coup1218,coupMissing,10,hash155961,hash51457,hash110984,hash151487,hash54177,NA,NA,NA,NA,NA,NA,
78,4,coup4843,coup1847,coup3897,coupMissing,10,hash27444,hash115975,hash147183,hash26153,hash5662,NA,NA,NA,NA,NA,NA,
79,5,coup3347,coupMissing,coupMissing,coupMissing,10,hash46366,hash3451,hash10098,hash19575,hash229733,hash188571,NA,NA,NA,NA,NA,
80,5,coup1520,coupMissing,coupMissing,coupMissing,10,hash20241,hash80557,hash210512,hash83126,hash243912,hash9303,NA,NA,NA,NA,NA,
81,4,coup821,coup2846,coup3283,coupMissing,10,hash127155,hash54711,hash67317,hash130787,hash81396,NA,NA,NA,NA,NA,NA,
82,6,coup1947,coupMissing,coupMissing,coupMissing,10,hash2851,hash115975,hash31609,hash42773,hash117908,hash69246,hash11510,NA,NA,NA,NA,
83,8,coup2980,coupMissing,coupMissing,coupMissing,10,hash237700,hash105543,hash229111,hash216918,hash112702,hash202740,hash92578,hash238147,hash195292,NA,NA,
84,4,coup2474,coupMissing,coupMissing,coupMissing,10,hash2,hash182328,hash24331,hash189312,hash175088,NA,NA,NA,NA,NA,NA,
85,5,coup296,coupMissing,coupMissing,coupMissing,10,hash200336,hash162252,hash246627,hash66207,hash85679,hash52610,NA,NA,NA,NA,NA,
86,5,coup4469,coup4778,coup174,coupMissing,10,hash92578,hash75708,hash159411,hash237700,hash129593,hash26989,NA,NA,NA,NA,NA,
87,5,coup4628,coupMissing,coupMissing,coupMissing,10,hash165037,hash76863,hash17165,hash28882,hash98164,hash206580,NA,NA,NA,NA,NA,
88,6,coup3276,coupMissing,coupMissing,coupMissing,10,hash175540,hash234358,hash161933,hash20066,hash23737,hash187327,hash13745,NA,NA,NA,NA,
89,7,coup2315,coup4998,coup3076,coupMissing,10,hash235027,hash29302,hash24735,hash85713,hash100022,hash23202,hash129613,hash249868,NA,NA,NA,
90,5,coup1312,coup4957,coup3462,coupMissing,10,hash48550,hash167741,hash64799,hash227489,hash222409,hash70739,NA,NA,NA,NA,NA,
91,5,coup3464,coup1671,coup71,coupMissing,10,hash59293,hash237345,hash226551,hash227277,hash82080,hash704,NA,NA,NA,NA,NA,
92,5,coup1319,coupMissing,coupMissing,coupMissing,10,hash51417,hash197195,hash90566,hash86635,hash207015,hash21347,NA,NA,NA,NA,NA,
93,3,coup1256,coupMissing,coupMissing,coupMissing,10,hash222050,hash186959,hash50243,hash133918,NA,NA,NA,NA,NA,NA,NA,
94,5,coup645,coup500,coup2108,coupMissing,10,hash50533,hash144433,hash85679,hash23202,hash139010,hash64515,NA,NA,NA,NA,NA,
95,4,coup1702,coupMissing,coupMissing,coupMissing,10,hash234585,hash89377,hash250422,hash62362,hash10710,NA,NA,NA,NA,NA,NA,
96,7,coup4234,coupMissing,coupMissing,coupMissing,10,hash48434,hash250312,hash234270,hash1655,hash64128,hash220051,hash230056,hash246225,NA,NA,NA,
97,7,coup3830,coupMissing,coupMissing,coupMissing,10,hash223704,hash96681,hash150231,hash94077,hash60376,hash71496,hash215450,hash198355,NA,NA,NA,
98,6,coup2956,coupMissing,coupMissing,coupMissing,10,hash247507,hash166377,hash148355,hash57670,hash160003,hash71413,hash145956,NA,NA,NA,NA,
99,6,coup4177,coup4542,coupMissing,coupMissing,10,hash246069,hash21695,hash215581,hash48861,hash238426,hash193373,hash32186,NA,NA,NA,NA,
100,6,coup965,coupMissing,coupMissing,coupMissing,10,hash36164,hash126560,hash156879,hash102829,hash45585,hash82429,hash243263,NA,NA,NA,NA,
101,6,coup348,coupMissing,coupMissing,coupMissing,10,hash56509,hash41813,hash153153,hash90566,hash52951,hash80930,hash231221,NA,NA,NA,NA,
102,7,coup4998,coupMissing,coupMissing,coupMissing,10,hash100022,hash111805,hash215771,hash89182,hash241060,hash75781,hash235027,hash129043,NA,NA,NA,
103,4,coup2722,coupMissing,coupMissing,coupMissing,10,hash198428,hash68885,hash134513,hash230184,hash211263,NA,NA,NA,NA,NA,NA,
104,5,coup1780,coup4384,coup3484,coupMissing,10,hash228852,hash164599,hash171669,hash213,hash55150,hash11376,NA,NA,NA,NA,NA,
105,6,coup3197,coup1256,coup2454,coupMissing,10,hash50243,hash149654,hash153487,hash222050,hash37297,hash144668,hash166331,NA,NA,NA,NA,
106,8,coup3213,coup2956,coup4923,coupMissing,10,hash71413,hash17024,hash195728,hash53575,hash244022,hash247507,hash93097,hash255107,hash29895,NA,NA,
107,7,coup2305,coup4320,coup4911,coupMissing,10,hash93551,hash47727,hash83306,hash255692,hash57956,hash104075,hash36129,hash166394,NA,NA,NA,
108,7,coup2249,coupMissing,coupMissing,coupMissing,10,hash249809,hash85197,hash70644,hash108593,hash108645,hash253047,hash2904,hash162990,NA,NA,NA,
109,5,coup2837,coup2025,coup4044,coupMissing,10,hash119012,hash25640,hash157819,hash76789,hash56895,hash175267,NA,NA,NA,NA,NA,
110,5,coup1724,coupMissing,coupMissing,coupMissing,10,hash77875,hash187957,hash50618,hash233619,hash84613,hash202984,NA,NA,NA,NA,NA,
111,5,coup2179,coup4798,coup4133,coupMissing,10,hash169319,hash220954,hash202764,hash186106,hash242091,hash185489,NA,NA,NA,NA,NA,
112,5,coup570,coup191,coup3230,coupMissing,10,hash167295,hash22227,hash182328,hash139341,hash68436,hash185492,NA,NA,NA,NA,NA,
113,7,coup541,coupMissing,coupMissing,coupMissing,10,hash30943,hash209114,hash157191,hash40795,hash75056,hash205793,hash237465,hash227866,NA,NA,NA,
114,8,coup2830,coupMissing,coupMissing,coupMissing,10,hash178765,hash17165,hash45924,hash90827,hash119815,hash253094,hash129263,hash132156,hash134522,NA,NA,
115,6,coup2454,coup357,coup215,coupMissing,10,hash144668,hash219199,hash62435,hash50243,hash226599,hash3589,hash22366,NA,NA,NA,NA,
116,5,coup471,coupMissing,coupMissing,coupMissing,10,hash239367,hash152540,hash43847,hash67038,hash131972,hash145956,NA,NA,NA,NA,NA,
117,6,coup1776,coup4299,coup4370,coupMissing,10,hash21218,hash68885,hash152358,hash44652,hash26755,hash188400,hash100651,NA,NA,NA,NA,
118,5,coup4335,coup4355,coupMissing,coupMissing,10,hash159632,hash34330,hash110850,hash128656,hash97092,hash235513,NA,NA,NA,NA,NA,
119,5,coup179,coupMissing,coupMissing,coupMissing,10,hash205660,hash139914,hash141085,hash178730,hash64545,hash108903,NA,NA,NA,NA,NA,
120,5,coup1336,coup1312,coup2327,coupMissing,10,hash64799,hash1097,hash169669,hash236915,hash26153,hash48550,NA,NA,NA,NA,NA,
121,5,coup3575,coupMissing,coupMissing,coupMissing,10,hash78251,hash27408,hash134513,hash171826,hash44173,hash107649,NA,NA,NA,NA,NA,
122,6,coup809,coupMissing,coupMissing,coupMissing,10,hash221646,hash184085,hash133688,hash50064,hash155823,hash87438,hash241256,NA,NA,NA,NA,
123,4,coup551,coup4189,coupMissing,coupMissing,10,hash133819,hash97757,hash227447,hash103435,hash67998,NA,NA,NA,NA,NA,NA,
124,6,coup4376,coup2305,coup3986,coupMissing,10,hash255692,hash230735,hash158679,hash112913,hash32528,hash93551,hash79397,NA,NA,NA,NA,
125,5,coup191,coupMissing,coupMissing,coupMissing,10,hash185492,hash219692,hash167295,hash23063,hash99284,hash16432,NA,NA,NA,NA,NA,
126,7,coup3736,coupMissing,coupMissing,coupMissing,10,hash116170,hash61550,hash184144,hash145558,hash54384,hash213222,hash104075,hash153538,NA,NA,NA,
127,4,coup2863,coupMissing,coupMissing,coupMissing,10,hash161645,hash246420,hash189107,hash57348,hash26989,NA,NA,NA,NA,NA,NA,
128,6,coup3393,coupMissing,coupMissing,coupMissing,10,hash195239,hash249318,hash207133,hash242337,hash214274,hash109070,hash114405,NA,NA,NA,NA,
129,4,coup2772,coup813,coup4057,coupMissing,10,hash8248,hash71264,hash228176,hash101707,hash38453,NA,NA,NA,NA,NA,NA,
130,5,coup592,coupMissing,coupMissing,coupMissing,10,hash166313,hash194893,hash35848,hash51520,hash32055,hash159421,NA,NA,NA,NA,NA,
131,4,coup1916,coupMissing,coupMissing,coupMissing,10,hash245709,hash65921,hash154427,hash182174,hash106180,NA,NA,NA,NA,NA,NA,
132,5,coup3155,coupMissing,coupMissing,coupMissing,10,hash211641,hash70473,hash67875,hash191760,hash102184,hash23539,NA,NA,NA,NA,NA,
133,4,coup3151,coupMissing,coupMissing,coupMissing,10,hash244207,hash187957,hash27434,hash76789,hash9375,NA,NA,NA,NA,NA,NA,
134,4,coup3462,coup108,coup4334,coupMissing,10,hash167741,hash156035,hash250983,hash48550,hash57561,NA,NA,NA,NA,NA,NA,
135,4,coup120,coupMissing,coupMissing,coupMissing,10,hash190563,hash152540,hash23202,hash187577,hash69931,NA,NA,NA,NA,NA,NA,
136,5,coup4895,coup805,coup3555,coupMissing,10,hash57829,hash144481,hash159147,hash34562,hash56820,hash64515,NA,NA,NA,NA,NA,
137,4,coup4044,coup1640,coup4058,coupMissing,10,hash175267,hash135176,hash211350,hash215085,hash119012,NA,NA,NA,NA,NA,NA,
138,5,coup2440,coup4714,coup1386,coupMissing,10,hash151487,hash115722,hash155961,hash51520,hash161473,hash6235,NA,NA,NA,NA,NA,
139,7,coup1966,coup247,coup2440,coupMissing,10,hash6235,hash154427,hash88427,hash205469,hash93244,hash117567,hash151487,hash208909,NA,NA,NA,
140,6,coup2661,coup2544,coup4650,coupMissing,10,hash179659,hash215775,hash114215,hash223270,hash149192,hash29797,hash182281,NA,NA,NA,NA,
141,5,coup4553,coup4287,coup1230,coupMissing,10,hash148597,hash105743,hash117288,hash113570,hash240975,hash145952,NA,NA,NA,NA,NA,
142,5,coup75,coup244,coup4900,coupMissing,10,hash121892,hash12622,hash51818,hash83525,hash195349,hash91251,NA,NA,NA,NA,NA,
143,5,coup1720,coup602,coup1954,coupMissing,10,hash173531,hash157400,hash96405,hash229176,hash33842,hash52610,NA,NA,NA,NA,NA,
144,5,coup2071,coup1447,coupMissing,coupMissing,10,hash28530,hash158271,hash219205,hash102184,hash50064,hash144450,NA,NA,NA,NA,NA,
145,5,coup2219,coup348,coupMissing,coupMissing,10,hash41813,hash251651,hash143672,hash9728,hash214768,hash56509,NA,NA,NA,NA,NA,
146,5,coup3460,coupMissing,coupMissing,coupMissing,10,hash201421,hash21507,hash75028,hash1521,hash51187,hash1120,NA,NA,NA,NA,NA,
147,6,coup610,coupMissing,coupMissing,coupMissing,10,hash178405,hash1097,hash37592,hash57993,hash82986,hash143611,hash29918,NA,NA,NA,NA,
148,5,coup2070,coup519,coup4147,coupMissing,10,hash37133,hash160255,hash20066,hash104176,hash132200,hash140557,NA,NA,NA,NA,NA,
149,7,coup2262,coupMissing,coupMissing,coupMissing,10,hash179709,hash97126,hash134588,hash212181,hash162023,hash14332,hash9022,hash234117,NA,NA,NA,
150,6,coup4542,coup692,coup2477,coupMissing,10,hash215581,hash74720,hash90096,hash161933,hash246069,hash250302,hash112963,NA,NA,NA,NA,
151,6,coup2743,coup1016,coup2932,coupMissing,10,hash91192,hash120455,hash207660,hash185907,hash131569,hash196143,hash927,NA,NA,NA,NA,
152,4,coup3207,coupMissing,coupMissing,coupMissing,10,hash218622,hash79781,hash125976,hash38748,hash33892,NA,NA,NA,NA,NA,NA,
153,7,coup4357,coup471,coup1601,coupMissing,10,hash152540,hash22177,hash27678,hash97369,hash108050,hash229176,hash190563,hash239367,NA,NA,NA,
154,9,coup3561,coupMissing,coupMissing,coupMissing,10,hash57049,hash124005,hash119518,hash39691,hash83492,hash102079,hash64356,hash48232,hash114387,hash105415,NA,
155,4,coup2490,coup3666,coup2146,coupMissing,10,hash233273,hash147183,hash53175,hash221708,hash223937,NA,NA,NA,NA,NA,NA,
156,6,coup901,coup2071,coup3155,coupMissing,10,hash102184,hash188868,hash118163,hash157819,hash119091,hash211641,hash28530,NA,NA,NA,NA,
157,6,coup3283,coup1354,coup2515,coupMissing,10,hash67317,hash127155,hash30746,hash107074,hash97801,hash139915,hash44823,NA,NA,NA,NA,
158,7,coup700,coup444,coup4101,coupMissing,10,hash19370,hash156870,hash55679,hash12137,hash207015,hash204641,hash1836,hash212995,NA,NA,NA,
159,6,coup1653,coupMissing,coupMissing,coupMissing,10,hash155367,hash65096,hash193450,hash23826,hash3451,hash189633,hash238351,NA,NA,NA,NA,
160,4,coup3697,coupMissing,coupMissing,coupMissing,10,hash208454,hash203933,hash69675,hash78024,hash42351,NA,NA,NA,NA,NA,NA,
161,6,coup2386,coupMissing,coupMissing,coupMissing,10,hash212377,hash98665,hash52829,hash176760,hash113754,hash44070,hash214896,NA,NA,NA,NA,
162,5,coup2412,coupMissing,coupMissing,coupMissing,10,hash197440,hash46247,hash106926,hash74540,hash207454,hash29797,NA,NA,NA,NA,NA,
163,6,coup203,coupMissing,coupMissing,coupMissing,10,hash46311,hash65691,hash141626,hash248197,hash57956,hash28957,hash18884,NA,NA,NA,NA,
164,5,coup788,coup1966,coup2569,coupMissing,10,hash93244,hash36549,hash220495,hash248842,hash114823,hash6235,NA,NA,NA,NA,NA,
165,5,coup4797,coupMissing,coupMissing,coupMissing,10,hash19053,hash27408,hash25927,hash50779,hash57730,hash253542,NA,NA,NA,NA,NA,
166,5,coup2970,coupMissing,coupMissing,coupMissing,10,hash198956,hash136052,hash38930,hash136336,hash93423,hash252307,NA,NA,NA,NA,NA,
167,6,coup2387,coupMissing,coupMissing,coupMissing,10,hash19360,hash57648,hash66727,hash82429,hash238866,hash214216,hash56224,NA,NA,NA,NA,
168,6,coup108,coupMissing,coupMissing,coupMissing,10,hash156035,hash109651,hash167741,hash218101,hash84666,hash20066,hash170474,NA,NA,NA,NA,
169,5,coup960,coup1702,coup2354,coupMissing,10,hash89377,hash31371,hash121984,hash234585,hash246009,hash63301,NA,NA,NA,NA,NA,
170,6,coup1553,coupMissing,coupMissing,coupMissing,10,hash96786,hash122413,hash249264,hash50712,hash200504,hash208336,hash84648,NA,NA,NA,NA,
171,6,coup215,coup4565,coup1718,coupMissing,10,hash226599,hash86991,hash176412,hash123189,hash59768,hash144668,hash9303,NA,NA,NA,NA,
172,6,coup2932,coup241,coup509,coupMissing,10,hash927,hash33482,hash91192,hash157191,hash215879,hash111344,hash232690,NA,NA,NA,NA,
173,6,coup3364,coup2434,coup1866,coupMissing,10,hash72834,hash209233,hash87296,hash75028,hash125976,hash150083,hash129851,NA,NA,NA,NA,
174,6,coup2385,coupMissing,coupMissing,coupMissing,10,hash1510,hash247359,hash91794,hash54197,hash238866,hash85699,hash139754,NA,NA,NA,NA,
175,5,coup2057,coupMissing,coupMissing,coupMissing,10,hash162303,hash161825,hash214299,hash49533,hash125857,hash197544,NA,NA,NA,NA,NA,
176,4,coup3193,coup4531,coupMissing,coupMissing,10,hash244929,hash224564,hash108645,hash109195,hash237263,NA,NA,NA,NA,NA,NA,
177,5,coup3729,coupMissing,coupMissing,coupMissing,10,hash131829,hash90230,hash945,hash44008,hash7297,hash194074,NA,NA,NA,NA,NA,
178,5,coup4045,coupMissing,coupMissing,coupMissing,10,hash171735,hash224135,hash186437,hash23063,hash191062,hash40193,NA,NA,NA,NA,NA,
179,5,coup1184,coup2296,coup2737,coupMissing,10,hash124090,hash52201,hash45080,hash55679,hash146202,hash172155,NA,NA,NA,NA,NA,
180,5,coup3858,coupMissing,coupMissing,coupMissing,10,hash162926,hash208668,hash80214,hash253879,hash44823,hash63102,NA,NA,NA,NA,NA,
181,4,coup3484,coupMissing,coupMissing,coupMissing,10,hash171669,hash228852,hash103435,hash32406,hash65855,NA,NA,NA,NA,NA,NA,
182,4,coup3158,coupMissing,coupMissing,coupMissing,10,hash122941,hash50049,hash61561,hash109889,hash167746,NA,NA,NA,NA,NA,NA,
183,5,coup2364,coupMissing,coupMissing,coupMissing,10,hash28567,hash30524,hash236054,hash220495,hash127438,hash98180,NA,NA,NA,NA,NA,
184,5,coup4688,coup1882,coup2874,coupMissing,10,hash145630,hash27408,hash99676,hash182576,hash151289,hash184025,NA,NA,NA,NA,NA,
185,5,coup3671,coup3394,coup3616,coupMissing,10,hash214954,hash5287,hash82871,hash165189,hash51411,hash147469,NA,NA,NA,NA,NA,
186,7,coup2658,coupMissing,coupMissing,coupMissing,10,hash94669,hash85197,hash28624,hash234270,hash84816,hash153748,hash228405,hash107649,NA,NA,NA,
187,4,coup2996,coup2437,coup2778,coupMissing,10,hash251365,hash217794,hash24735,hash10098,hash238147,NA,NA,NA,NA,NA,NA,
