RDS
250,3,coupMissing,
18,8,coup3177,coup8312,coup3728,coupMissing,8,hash2567,hash900,hash2172,hash999,hash2447,hash3720,hash3582,hash394,hash2592,
19,3,coup4145,coupMissing,coupMissing,coupMissing,8,hash1102,hash3144,hash2283,hash3318,NA,NA,NA,NA,NA,
20,5,coup8266,coupMissing,coupMissing,coupMissing,8,hash1088,hash1596,hash2678,hash1108,hash2085,hash3950,NA,NA,NA,
21,6,coup7512,coup306,coup4354,coupMissing,8,hash537,hash3946,hash3614,hash1748,hash1654,hash2534,hash2404,NA,NA,
22,6,coup9671,coup7423,coup9325,coupMissing,8,hash2523,hash1685,hash1547,hash427,hash2108,hash1660,hash2249,NA,NA,
23,6,coup136,coup3064,coup193,coupMissing,8,hash2912,hash698,hash2283,hash717,hash2399,hash2523,hash3122,NA,NA,
24,6,coup8733,coupMissing,coupMissing,coupMissing,8,hash2758,hash3475,hash508,hash2502,hash2292,hash1075,hash2164,NA,NA,
25,4,coup193,coup5988,coup2548,coupMissing,8,hash698,hash2912,hash3352,hash2818,hash2767,NA,NA,NA,NA,
26,6,coup7785,coupMissing,coupMissing,coupMissing,8,hash3674,hash1994,hash3311,hash2385,hash3025,hash2645,hash220,NA,NA,
27,5,coup3520,coupMissing,coupMissing,coupMissing,8,hash544,hash2659,hash1773,hash3018,hash3166,hash3844,NA,NA,NA,
28,4,coup7206,coupMissing,coupMissing,coupMissing,8,hash2319,hash3153,hash1338,hash1942,hash1092,NA,NA,NA,NA,
29,6,coup3067,coup2448,coup2527,coupMissing,8,hash1800,hash1614,hash3672,hash3374,hash3002,hash2718,hash1515,NA,NA,
30,5,coup1553,coup9776,coup6463,coupMissing,8,hash402,hash2507,hash3279,hash311,hash1877,hash2826,NA,NA,NA,
31,6,coup2508,coup9613,coup9075,coupMissing,8,hash3395,hash2843,hash1236,hash2569,hash2509,hash3902,hash1317,NA,NA,
32,6,coup371,coupMissing,coupMissing,coupMissing,8,hash79,hash1953,hash487,hash1088,hash3251,hash1684,hash1919,NA,NA,
33,4,coup3303,coupMissing,coupMissing,coupMissing,8,hash1337,hash415,hash1490,hash2567,hash2767,NA,NA,NA,NA,
34,6,coup3641,coupMissing,coupMissing,coupMissing,8,hash3818,hash3757,hash905,hash1151,hash229,hash2619,hash3548,NA,NA,
35,5,coup2217,coupMissing,coupMissing,coupMissing,8,hash178,hash1486,hash3782,hash788,hash3257,hash1062,NA,NA,NA,
36,4,coup531,coup4220,coup646,coupMissing,8,hash2657,hash1659,hash2333,hash533,hash1646,NA,NA,NA,NA,
37,4,coup2488,coup6886,coup3070,coupMissing,8,hash448,hash1683,hash1706,hash2956,hash2447,NA,NA,NA,NA,
38,5,coup3379,coupMissing,coupMissing,coupMissing,8,hash718,hash655,hash2788,hash2661,hash3000,hash756,NA,NA,NA,
39,5,coup2180,coupMissing,coupMissing,coupMissing,8,hash3083,hash2968,hash3446,hash2372,hash1241,hash1048,NA,NA,NA,
40,5,coup4055,coupMissing,coupMissing,coupMissing,8,hash1919,hash3345,hash1989,hash2218,hash2084,hash1148,NA,NA,NA,
41,4,coup5843,coupMissing,coupMissing,coupMissing,8,hash211,hash2459,hash150,hash162,hash2757,NA,NA,NA,NA,
42,4,coup3070,coup1139,coupMissing,coupMissing,8,hash2956,hash256,hash1779,hash3215,hash448,NA,NA,NA,NA,
43,4,coup646,coupMissing,coupMissing,coupMissing,8,hash1646,hash1771,hash2960,hash2657,hash2163,NA,NA,NA,NA,
44,5,coup9591,coupMissing,coupMissing,coupMissing,8,hash842,hash508,hash1654,hash1512,hash76,hash432,NA,NA,NA,
45,6,coup8677,coup6720,coup2370,coupMissing,8,hash2212,hash2896,hash55,hash377,hash2322,hash2578,hash1994,NA,NA,
46,7,coup6639,coupMissing,coupMissing,coupMissing,8,hash1426,hash1022,hash1418,hash3782,hash607,hash3386,hash3375,hash1606,NA,
47,4,coup528,coup1934,coup649,coupMissing,8,hash1018,hash3911,hash3023,hash120,hash223,NA,NA,NA,NA,
48,4,coup3489,coup2099,coup7577,coupMissing,8,hash1312,hash2667,hash1241,hash1375,hash1294,NA,NA,NA,NA,
49,5,coup6164,coupMissing,coupMissing,coupMissing,8,hash1376,hash2726,hash3735,hash1660,hash2595,hash3556,NA,NA,NA,
50,5,coup7564,coupMissing,coupMissing,coupMissing,8,hash2612,hash700,hash3002,hash1129,hash668,hash343,NA,NA,NA,
51,6,coup3486,coup5844,coup9393,coupMissing,8,hash2031,hash3694,hash1889,hash3023,hash1921,hash1294,hash2854,NA,NA,
52,6,coup2428,coup7566,coup6311,coupMissing,8,hash2794,hash252,hash2681,hash1168,hash3041,hash3064,hash2907,NA,NA,
53,5,coup6886,coup166,coup5309,coupMissing,8,hash1683,hash2616,hash1397,hash2328,hash1660,hash448,NA,NA,NA,
54,6,coup7969,coup4017,coup1451,coupMissing,8,hash726,hash1358,hash2411,hash3143,hash734,hash2909,hash513,NA,NA,
55,6,coup4524,coupMissing,coupMissing,coupMissing,8,hash261,hash76,hash569,hash3747,hash2428,hash221,hash3313,NA,NA,
56,5,coup2164,coupMissing,coupMissing,coupMissing,8,hash1845,hash3776,hash1779,hash2345,hash1359,hash1672,NA,NA,NA,
57,6,coup5056,coup388,coup2164,coupMissing,8,hash1779,hash3374,hash2313,hash470,hash2796,hash1845,hash836,NA,NA,
58,4,coup8159,coup3184,coup2217,coupMissing,8,hash1486,hash3064,hash980,hash2800,hash178,NA,NA,NA,NA,
59,5,coup3412,coup6858,coup7644,coupMissing,8,hash3567,hash2331,hash2112,hash21,hash2674,hash2976,NA,NA,NA,
60,7,coup6920,coupMissing,coupMissing,coupMissing,8,hash2496,hash3704,hash3665,hash3166,hash438,hash3327,hash39,hash2447,NA,
61,5,coup6332,coupMissing,coupMissing,coupMissing,8,hash115,hash1716,hash652,hash1369,hash1551,hash525,NA,NA,NA,
62,6,coup9325,coupMissing,coupMissing,coupMissing,8,hash2249,hash2523,hash125,hash1697,hash328,hash2540,hash2431,NA,NA,
63,4,coup6858,coupMissing,coupMissing,coupMissing,8,hash2331,hash1090,hash3919,hash2042,hash3567,NA,NA,NA,NA,
64,6,coup6463,coupMissing,coupMissing,coupMissing,8,hash3279,hash1216,hash3370,hash402,hash1098,hash3503,hash3339,NA,NA,
65,6,coup2446,coupMissing,coupMissing,coupMissing,8,hash3721,hash2262,hash2468,hash266,hash709,hash3797,hash2509,NA,NA,
66,6,coup8228,coup9113,coup1142,coupMissing,8,hash2872,hash1659,hash1198,hash556,hash2833,hash1697,hash1659,NA,NA,
67,8,coup3200,coupMissing,coupMissing,coupMissing,8,hash3672,hash2731,hash3681,hash2294,hash258,hash556,hash220,hash301,hash2496,
68,6,coup2214,coupMissing,coupMissing,coupMissing,8,hash333,hash1675,hash384,hash277,hash3406,hash1916,hash645,NA,NA,
69,5,coup2099,coup7914,coup6512,coupMissing,8,hash2667,hash2311,hash1029,hash3713,hash1312,hash2478,NA,NA,NA,
70,5,coup4523,coup8045,coup165,coupMissing,8,hash3156,hash2085,hash560,hash2854,hash3005,hash2351,NA,NA,NA,
71,6,coup9130,coupMissing,coupMissing,coupMissing,8,hash1652,hash2112,hash3778,hash2005,hash1516,hash1669,hash3225,NA,NA,
72,4,coup2943,coupMissing,coupMissing,coupMissing,8,hash2577,hash1382,hash2223,hash3766,hash1315,NA,NA,NA,NA,
73,4,coup9972,coup7787,coup3412,coupMissing,8,hash2976,hash1904,hash3567,hash1974,hash3375,NA,NA,NA,NA,
74,5,coup6424,coupMissing,coupMissing,coupMissing,8,hash432,hash1557,hash675,hash3179,hash2014,hash3464,NA,NA,NA,
75,4,coup2783,coup418,coup5813,coupMissing,8,hash1498,hash1732,hash3194,hash3026,hash3382,NA,NA,NA,NA,
76,5,coup6868,coup8303,coup3177,coupMissing,8,hash2592,hash646,hash2567,hash7,hash2014,hash734,NA,NA,NA,
77,5,coup2153,coup9591,coup8733,coupMissing,8,hash508,hash2437,hash2758,hash1659,hash2191,hash842,NA,NA,NA,
78,6,coup4284,coup554,coup3253,coupMissing,8,hash3031,hash1899,hash1989,hash207,hash1459,hash204,hash3684,NA,NA,
79,5,coup6311,coup1830,coup8429,coupMissing,8,hash2681,hash27,hash2794,hash1428,hash3761,hash1221,NA,NA,NA,
80,6,coup3808,coup371,coup6276,coupMissing,8,hash1088,hash2704,hash79,hash600,hash2229,hash1459,hash940,NA,NA,
81,6,coup9393,coup7966,coup2630,coupMissing,8,hash3023,hash2031,hash1681,hash3563,hash841,hash3548,hash176,NA,NA,
82,6,coup4182,coupMissing,coupMissing,coupMissing,8,hash149,hash3002,hash3509,hash3648,hash1878,hash3544,hash2712,NA,NA,
83,5,coup9982,coup4471,coup145,coupMissing,8,hash2806,hash1534,hash3374,hash481,hash583,hash1315,NA,NA,NA,
84,6,coup7089,coupMissing,coupMissing,coupMissing,8,hash3203,hash2911,hash3352,hash700,hash3237,hash2030,hash1700,NA,NA,
85,4,coup462,coup3261,coup7387,coupMissing,8,hash1168,hash1358,hash2394,hash2827,hash3786,NA,NA,NA,NA,
86,5,coup5824,coupMissing,coupMissing,coupMissing,8,hash1068,hash3679,hash1593,hash1036,hash1942,hash3786,NA,NA,NA,
87,7,coup8249,coupMissing,coupMissing,coupMissing,8,hash1717,hash3499,hash3406,hash1744,hash517,hash3248,hash220,hash1776,NA,
88,6,coup2527,coup7564,coup4182,coupMissing,8,hash3002,hash2539,hash1537,hash1165,hash149,hash1800,hash2612,NA,NA,
89,4,coup6123,coup2228,coup136,coupMissing,8,hash717,hash2912,hash311,hash566,hash2768,NA,NA,NA,NA,
90,5,coup1715,coupMissing,coupMissing,coupMissing,8,hash1176,hash1489,hash1090,hash3892,hash841,hash1343,NA,NA,NA,
91,5,coup4220,coup7130,coup672,coupMissing,8,hash2333,hash3543,hash1874,hash2657,hash3592,hash2276,NA,NA,NA,
92,6,coup6597,coup3083,coup8159,coupMissing,8,hash980,hash2771,hash1486,hash2725,hash835,hash3395,hash3840,NA,NA,
93,7,coup8312,coupMissing,coupMissing,coupMissing,8,hash2447,hash2567,hash3104,hash1546,hash2432,hash2384,hash834,hash2487,NA,
94,7,coup145,coupMissing,coupMissing,coupMissing,8,hash481,hash2806,hash256,hash3736,hash2010,hash49,hash1871,hash1393,NA,
95,5,coup4107,coupMissing,coupMissing,coupMissing,8,hash2144,hash2704,hash314,hash3539,hash2815,hash1339,NA,NA,NA,
96,7,coup1958,coup9174,coupMissing,coupMissing,8,hash1701,hash3879,hash3448,hash1259,hash1653,hash2557,hash550,hash2085,NA,
97,5,coup850,coupMissing,coupMissing,coupMissing,8,hash1626,hash2216,hash2807,hash2229,hash1333,hash241,NA,NA,NA,
98,6,coup7894,coup6610,coupMissing,coupMissing,8,hash166,hash2897,hash1939,hash3127,hash632,hash1459,hash1876,NA,NA,
99,4,coup3114,coup4387,coupMissing,coupMissing,8,hash1258,hash118,hash3528,hash496,hash181,NA,NA,NA,NA,
100,5,coup7869,coup2324,coup3111,coupMissing,8,hash3011,hash118,hash3386,hash3755,hash1102,hash2833,NA,NA,NA,
101,6,coup4389,coup1418,coup2428,coupMissing,8,hash2907,hash3892,hash2794,hash2569,hash1645,hash1982,hash2462,NA,NA,
102,6,coup5844,coup3489,coup2031,coupMissing,8,hash1294,hash2499,hash2259,hash1459,hash2031,hash1312,hash1146,NA,NA,
103,6,coup2414,coup3793,coup7785,coupMissing,8,hash2645,hash545,hash3674,hash3994,hash279,hash2570,hash3840,NA,NA,
104,4,coup7387,coup5824,coup6083,coupMissing,8,hash3786,hash3812,hash1168,hash1068,hash247,NA,NA,NA,NA,
105,4,coup7566,coupMissing,coupMissing,coupMissing,8,hash1168,hash820,hash151,hash2794,hash3073,NA,NA,NA,NA,
106,5,coup1961,coupMissing,coupMissing,coupMissing,8,hash941,hash3036,hash594,hash1336,hash1599,hash1577,NA,NA,NA,
107,4,coup279,coup367,coup6190,coupMissing,8,hash2738,hash3386,hash1846,hash566,hash166,NA,NA,NA,NA,
108,6,coup7787,coup6639,coup1467,coupMissing,8,hash3375,hash1426,hash2592,hash2976,hash2264,hash2129,hash2689,NA,NA,
109,6,coup2289,coup2664,coup4768,coupMissing,8,hash193,hash3658,hash1027,hash522,hash357,hash3361,hash2519,NA,NA,
110,6,coup5992,coup4413,coup2964,coupMissing,8,hash3659,hash174,hash1989,hash325,hash2428,hash525,hash2196,NA,NA,
111,4,coup301,coupMissing,coupMissing,coupMissing,8,hash1729,hash410,hash2135,hash3548,hash3466,NA,NA,NA,NA,
112,5,coup2240,coup8946,coup4062,coupMissing,8,hash2890,hash2411,hash677,hash3321,hash2400,hash1876,NA,NA,NA,
113,6,coup2659,coup7206,coupMissing,coupMissing,8,hash3153,hash2813,hash3819,hash3321,hash2319,hash1434,hash2374,NA,NA,
114,5,coup3064,coup4145,coup6983,coupMissing,8,hash2283,hash2912,hash3681,hash3027,hash2014,hash1102,NA,NA,NA,
115,6,coup4834,coupMissing,coupMissing,coupMissing,8,hash3484,hash846,hash2180,hash3171,hash3892,hash3088,hash69,NA,NA,
116,5,coup2404,coup3520,coup6920,coupMissing,8,hash3166,hash544,hash3482,hash2496,hash694,hash3898,NA,NA,NA,
117,7,coup6512,coupMissing,coupMissing,coupMissing,8,hash1029,hash2667,hash1566,hash330,hash3000,hash3171,hash2950,hash18,NA,
118,6,coup832,coupMissing,coupMissing,coupMissing,8,hash1924,hash190,hash1995,hash623,hash1062,hash3694,hash3900,NA,NA,
119,5,coup388,coupMissing,coupMissing,coupMissing,8,hash470,hash2709,hash1779,hash2964,hash3666,hash2039,NA,NA,NA,
120,5,coup3481,coupMissing,coupMissing,coupMissing,8,hash1048,hash3813,hash2249,hash627,hash3596,hash2925,NA,NA,NA,
121,5,coup649,coupMissing,coupMissing,coupMissing,8,hash3023,hash828,hash2582,hash135,hash3027,hash1018,NA,NA,NA,
122,8,coup311,coupMissing,coupMissing,coupMissing,8,hash3325,hash3017,hash2210,hash2193,hash94,hash2014,hash2868,hash220,hash322,
123,7,coup3083,coupMissing,coupMissing,coupMissing,8,hash2771,hash11,hash2746,hash139,hash980,hash453,hash3491,hash112,NA,
124,6,coup9036,coup7214,coup4434,coupMissing,8,hash530,hash1540,hash977,hash3523,hash1714,hash3022,hash1710,NA,NA,
125,7,coup1142,coup2153,coup531,coupMissing,8,hash1659,hash3323,hash508,hash3593,hash2657,hash2872,hash3830,hash3353,NA,
126,8,coup1522,coupMissing,coupMissing,coupMissing,8,hash172,hash3430,hash2081,hash2048,hash3321,hash2267,hash996,hash2054,hash3718,
127,5,coup6475,coup9972,coup1256,coupMissing,8,hash1974,hash3103,hash806,hash2976,hash1876,hash3861,NA,NA,NA,
128,4,coup9128,coupMissing,coupMissing,coupMissing,8,hash1782,hash2191,hash1597,hash1155,hash1886,NA,NA,NA,NA,
129,5,coup5179,coupMissing,coupMissing,coupMissing,8,hash773,hash1874,hash3141,hash3391,hash218,hash24,NA,NA,NA,
130,4,coup2324,coup8228,coup2436,coupMissing,8,hash2833,hash1603,hash613,hash2872,hash3011,NA,NA,NA,NA,
131,5,coup9780,coupMissing,coupMissing,coupMissing,8,hash1877,hash3646,hash154,hash714,hash95,hash2791,NA,NA,NA,
132,4,coup8498,coup2289,coup2940,coupMissing,8,hash1027,hash2968,hash153,hash2895,hash193,NA,NA,NA,NA,
133,6,coup1256,coup5707,coup3246,coupMissing,8,hash3103,hash987,hash1510,hash1748,hash1974,hash3705,hash1719,NA,NA,
134,5,coup3806,coupMissing,coupMissing,coupMissing,8,hash1145,hash40,hash2015,hash3680,hash1581,hash676,NA,NA,NA,
135,5,coup4768,coupMissing,coupMissing,coupMissing,8,hash2519,hash2385,hash1984,hash76,hash367,hash193,NA,NA,NA,
136,4,coup8334,coup1728,coupMissing,coupMissing,8,hash2976,hash454,hash2383,hash2977,hash2782,NA,NA,NA,NA,
137,4,coup5026,coupMissing,coupMissing,coupMissing,8,hash2778,hash2627,hash176,hash176,hash2282,NA,NA,NA,NA,
138,6,coup2142,coup832,coup1094,coupMissing,8,hash1062,hash915,hash1681,hash1989,hash361,hash1924,hash3854,NA,NA,
139,6,coup165,coup1958,coup6288,coupMissing,8,hash2085,hash1596,hash3156,hash3791,hash1701,hash3084,hash1088,NA,NA,
140,5,coup4062,coup6475,coup7894,coupMissing,8,hash1876,hash2890,hash687,hash1974,hash3015,hash166,NA,NA,NA,
141,5,coup6972,coup7716,coup3481,coupMissing,8,hash627,hash242,hash3839,hash1824,hash2867,hash1048,NA,NA,NA,
142,5,coup7214,coupMissing,coupMissing,coupMissing,8,hash1710,hash530,hash3273,hash3372,hash740,hash2391,NA,NA,NA,
143,3,coup4017,coup462,coup3509,coupMissing,8,hash1358,hash1168,hash314,hash726,NA,NA,NA,NA,NA,
144,5,coup2436,coupMissing,coupMissing,coupMissing,8,hash1603,hash1035,hash2353,hash3003,hash1678,hash2833,NA,NA,NA,
145,6,coup6719,coup8160,coup6104,coupMissing,8,hash1599,hash208,hash1670,hash3426,hash1748,hash3480,hash3296,NA,NA,
146,6,coup3509,coup8173,coup4107,coupMissing,8,hash314,hash1358,hash1776,hash3252,hash2144,hash307,hash1136,NA,NA,
147,8,coup856,coupMissing,coupMissing,coupMissing,8,hash3840,hash2454,hash1716,hash1030,hash1763,hash116,hash3902,hash560,hash2092,
148,3,coup8160,coupMissing,coupMissing,coupMissing,8,hash3426,hash1599,hash3878,hash788,NA,NA,NA,NA,NA,
149,5,coup9613,coupMissing,coupMissing,coupMissing,8,hash1236,hash3704,hash1668,hash1911,hash3924,hash3395,NA,NA,NA,
150,4,coup1139,coup3371,coup2162,coupMissing,8,hash1779,hash1359,hash3194,hash1637,hash2956,NA,NA,NA,NA,
151,4,coup6610,coup3808,coup4284,coupMissing,8,hash1459,hash3031,hash1088,hash166,hash2170,NA,NA,NA,NA,
152,6,coup166,coup6164,coup9671,coupMissing,8,hash1660,hash2523,hash1683,hash2491,hash3208,hash3978,hash1376,NA,NA,
153,5,coup8303,coup6424,coup311,coupMissing,8,hash2014,hash3325,hash2283,hash2821,hash432,hash2592,NA,NA,NA,
154,6,coup2029,coup528,coup4276,coupMissing,8,hash120,hash1917,hash2360,hash3209,hash2509,hash1018,hash1223,NA,NA,
155,5,coup2964,coup648,coup359,coupMissing,8,hash2196,hash2968,hash3440,hash3232,hash3142,hash3659,NA,NA,NA,
156,5,coup4413,coup4055,coup2142,coupMissing,8,hash1989,hash3031,hash1919,hash1062,hash2599,hash3659,NA,NA,NA,
157,7,coup3705,coupMissing,coupMissing,coupMissing,8,hash3155,hash3064,hash140,hash1147,hash3276,hash389,hash3346,hash1345,NA,
158,5,coup1306,coup4389,coup2508,coupMissing,8,hash2569,hash2833,hash1505,hash3395,hash3585,hash2907,NA,NA,NA,
159,6,coup648,coupMissing,coupMissing,coupMissing,8,hash3142,hash1684,hash501,hash1998,hash487,hash3294,hash2196,NA,NA,
160,5,coup1094,coupMissing,coupMissing,coupMissing,8,hash3854,hash3252,hash343,hash3711,hash1062,hash792,NA,NA,NA,
161,5,coup7438,coup4523,coup3486,coupMissing,8,hash2854,hash3156,hash2031,hash2509,hash2181,hash2930,NA,NA,NA,
162,6,coup9919,coup1513,coup5241,coupMissing,8,hash203,hash2208,hash1518,hash2726,hash977,hash2735,hash3202,NA,NA,
163,7,coup8173,coupMissing,coupMissing,coupMissing,8,hash1776,hash905,hash314,hash1427,hash1300,hash3376,hash3175,hash311,NA,
164,6,coup9485,coup7864,coup5843,coupMissing,8,hash150,hash406,hash1319,hash211,hash1251,hash2286,hash1345,NA,NA,
165,7,coup2370,coupMissing,coupMissing,coupMissing,8,hash2578,hash2212,hash988,hash650,hash1079,hash1690,hash2752,hash3718,NA,
166,5,coup6190,coup6123,coup2846,coupMissing,8,hash566,hash717,hash517,hash3204,hash2738,hash525,NA,NA,NA,
167,4,coup144,coup2414,coup6597,coupMissing,8,hash3840,hash2728,hash980,hash2645,hash1855,NA,NA,NA,NA,
168,8,coup6104,coupMissing,coupMissing,coupMissing,8,hash208,hash1599,hash1348,hash3659,hash2723,hash3584,hash130,hash1078,hash494,
169,6,coup4434,coupMissing,coupMissing,coupMissing,8,hash1540,hash3309,hash1603,hash530,hash3900,hash2403,hash3608,NA,NA,
170,5,coup7716,coupMissing,coupMissing,coupMissing,8,hash242,hash271,hash1389,hash3239,hash124,hash627,NA,NA,NA,
171,6,coup8946,coup2659,coup1522,coupMissing,8,hash3321,hash3153,hash2890,hash1813,hash172,hash223,hash2759,NA,NA,
172,6,coup562,coupMissing,coupMissing,coupMissing,8,hash3389,hash1234,hash3107,hash684,hash1510,hash694,hash3259,NA,NA,
173,5,coup9588,coupMissing,coupMissing,coupMissing,8,hash3353,hash2109,hash1059,hash1015,hash3747,hash1940,NA,NA,NA,
174,4,coup1979,coupMissing,coupMissing,coupMissing,8,hash157,hash1741,hash2942,hash655,hash40,NA,NA,NA,NA,
175,5,coup2448,coupMissing,coupMissing,coupMissing,8,hash1614,hash2530,hash1313,hash3435,hash1800,hash3573,NA,NA,NA,
176,5,coup7892,coup1991,coup1306,coupMissing,8,hash1505,hash275,hash1873,hash1832,hash2569,hash2447,NA,NA,NA,
177,5,coup3246,coupMissing,coupMissing,coupMissing,8,hash1510,hash2207,hash3103,hash213,hash2962,hash2874,NA,NA,NA,
178,7,coup9174,coupMissing,coupMissing,coupMissing,8,hash3448,hash1238,hash3734,hash2293,hash1701,hash1590,hash2975,hash2644,NA,
179,6,coup8667,coup144,coupMissing,coupMissing,8,hash2728,hash2311,hash3829,hash1489,hash121,hash2706,hash3840,NA,NA,
180,8,coup4239,coupMissing,coupMissing,coupMissing,8,hash3090,hash3735,hash3352,hash883,hash3608,hash3257,hash3383,hash1035,hash981,
181,5,coup1991,coup8857,coup2566,coupMissing,8,hash1873,hash1505,hash40,hash3976,hash507,hash1315,NA,NA,NA,
182,4,coup2955,coupMissing,coupMissing,coupMissing,8,hash436,hash1551,hash1339,hash1847,hash3328,NA,NA,NA,NA,
183,5,coup8429,coupMissing,coupMissing,coupMissing,8,hash3761,hash522,hash2681,hash3904,hash3918,hash1295,NA,NA,NA,
184,4,coup9113,coup3200,coup9396,coupMissing,8,hash556,hash3277,hash3672,hash2872,hash1886,NA,NA,NA,NA,
185,6,coup9396,coup9128,coupMissing,coupMissing,8,hash1886,hash1239,hash402,hash1782,hash556,hash166,hash1511,NA,NA,
186,6,coup5988,coup8446,coup3303,coupMissing,8,hash2767,hash3796,hash698,hash3626,hash3352,hash1229,hash1337,NA,NA,
187,5,coup5241,coup3154,coup1699,coupMissing,8,hash2726,hash203,hash402,hash1516,hash3668,hash1376,NA,NA,NA,
188,5,coup8729,coup8249,coup2214,coupMissing,8,hash3406,hash3831,hash1874,hash1717,hash1514,hash333,NA,NA,NA,
189,4,coup3154,coup558,coup9130,coupMissing,8,hash1516,hash2726,hash1652,hash2847,hash3839,NA,NA,NA,NA,
190,5,coup4354,coupMissing,coupMissing,coupMissing,8,hash2534,hash2438,hash1969,hash3618,hash1012,hash537,NA,NA,NA,
191,5,coup8045,coup856,coup9618,coupMissing,8,hash560,hash3156,hash300,hash2754,hash3840,hash1390,NA,NA,NA,
192,3,coup9776,coupMissing,coupMissing,coupMissing,8,hash2826,hash2285,hash402,hash2105,NA,NA,NA,NA,NA,
193,5,coup5054,coup562,coup2404,coupMissing,8,hash694,hash3166,hash3389,hash1054,hash1982,hash860,NA,NA,NA,
194,5,coup2298,coup3705,coup9485,coupMissing,8,hash1345,hash669,hash118,hash3155,hash150,hash266,NA,NA,NA,
195,6,coup4387,coup3887,coup2750,coupMissing,8,hash181,hash1201,hash1577,hash1258,hash2762,hash838,hash2612,NA,NA,
196,4,coup8066,coup8729,coup5179,coupMissing,8,hash1874,hash3406,hash3194,hash773,hash2115,NA,NA,NA,NA,
197,5,coup2162,coup2783,coup8066,coupMissing,8,hash3194,hash1899,hash462,hash1874,hash1779,hash1498,NA,NA,NA,
198,7,coup1185,coupMissing,coupMissing,coupMissing,8,hash3252,hash1961,hash343,hash314,hash706,hash3521,hash1548,hash1982,NA,
199,6,coup65,coupMissing,coupMissing,coupMissing,8,hash1265,hash3996,hash311,hash2515,hash3210,hash680,hash1663,NA,NA,
200,6,coup4276,coupMissing,coupMissing,coupMissing,8,hash3209,hash15,hash98,hash511,hash3386,hash2405,hash120,NA,NA,
201,5,coup6828,coupMissing,coupMissing,coupMissing,8,hash286,hash1108,hash3839,hash3831,hash2012,hash732,NA,NA,NA,
202,7,coup3793,coupMissing,coupMissing,coupMissing,8,hash279,hash159,hash1962,hash2432,hash2645,hash2927,hash2645,hash3918,NA,
203,4,coup4637,coup164,coup9780,coupMissing,8,hash2791,hash377,hash1877,hash2477,hash1982,NA,NA,NA,NA,
204,5,coup7535,coupMissing,coupMissing,coupMissing,8,hash798,hash174,hash3658,hash330,hash3704,hash176,NA,NA,NA,
205,5,coup1451,coup6868,coupMissing,coupMissing,8,hash734,hash1012,hash3127,hash1078,hash726,hash2592,NA,NA,NA,
206,4,coup1467,coupMissing,coupMissing,coupMissing,8,hash2689,hash2915,hash3369,hash3375,hash3370,NA,NA,NA,NA,
207,4,coup2750,coupMissing,coupMissing,coupMissing,8,hash2612,hash2695,hash1747,hash3887,hash181,NA,NA,NA,NA,
208,6,coup370,coupMissing,coupMissing,coupMissing,8,hash702,hash1061,hash152,hash3420,hash2307,hash2229,hash1220,NA,NA,
