RDS
750,3,coupMissing,
50,5,coup7142,coup8715,coup4022,coupMissing,9,hash152212,hash175618,hash138758,hash247948,hash151255,hash235360,NA,NA,NA,NA,
51,4,coup3997,coup9167,coup1290,coupMissing,9,hash56987,hash175618,hash216595,hash176979,hash95326,NA,NA,NA,NA,NA,
52,4,coup7167,coupMissing,coupMissing,coupMissing,9,hash67454,hash246489,hash246981,hash29291,hash139509,NA,NA,NA,NA,NA,
53,6,coup1841,coup1563,coup9202,coupMissing,9,hash213171,hash139379,hash190933,hash206796,hash151808,hash41461,hash152614,NA,NA,NA,
54,6,coup6247,coup3904,coup1853,coupMissing,9,hash247251,hash7132,hash56535,hash57785,hash142981,hash2640,hash68054,NA,NA,NA,
55,6,coup5232,coupMissing,coupMissing,coupMissing,9,hash52197,hash22907,hash205537,hash19118,hash61731,hash112661,hash170041,NA,NA,NA,
56,5,coup8916,coup9705,coup101,coupMissing,9,hash156097,hash130552,hash57267,hash97299,hash143887,hash71984,NA,NA,NA,NA,
57,5,coup7577,coup2219,coup9833,coupMissing,9,hash156027,hash31872,hash157171,hash154872,hash32764,hash234772,NA,NA,NA,NA,
58,6,coup6105,coupMissing,coupMissing,coupMissing,9,hash236222,hash58139,hash105857,hash191873,hash184770,hash175274,hash199097,NA,NA,NA,
59,7,coup6621,coupMissing,coupMissing,coupMissing,9,hash26999,hash173292,hash2191,hash31909,hash164211,hash127443,hash233546,hash169845,NA,NA,
60,5,coup9705,coupMissing,coupMissing,coupMissing,9,hash57267,hash115196,hash156097,hash191476,hash153494,hash236339,NA,NA,NA,NA,
61,7,coup8188,coupMissing,coupMissing,coupMissing,9,hash245800,hash94620,hash247054,hash218752,hash201212,hash71910,hash223334,hash222258,NA,NA,
62,6,coup3431,coup95,coup7009,coupMissing,9,hash106771,hash87882,hash17408,hash110777,hash24837,hash214910,hash29291,NA,NA,NA,
63,4,coup8612,coup5550,coup5959,coupMissing,9,hash185457,hash87860,hash185502,hash178807,hash40290,NA,NA,NA,NA,NA,
64,6,coup1986,coupMissing,coupMissing,coupMissing,9,hash78395,hash24034,hash68406,hash29224,hash135908,hash233546,hash106401,NA,NA,NA,
65,6,coup1006,coup5868,coup8015,coupMissing,9,hash13198,hash60639,hash117208,hash171684,hash29638,hash50,hash144258,NA,NA,NA,
66,5,coup9826,coup5339,coupMissing,coupMissing,9,hash59,hash28594,hash180128,hash65676,hash71340,hash255379,NA,NA,NA,NA,
67,7,coup7969,coupMissing,coupMissing,coupMissing,9,hash167326,hash55338,hash137082,hash252590,hash61519,hash235283,hash97334,hash230063,NA,NA,
68,6,coup495,coup8465,coupMissing,coupMissing,9,hash11259,hash64549,hash240771,hash220414,hash54119,hash214207,hash167598,NA,NA,NA,
69,5,coup6472,coupMissing,coupMissing,coupMissing,9,hash79380,hash126132,hash69832,hash111215,hash132269,hash103562,NA,NA,NA,NA,
70,5,coup9959,coupMissing,coupMissing,coupMissing,9,hash75774,hash115178,hash77391,hash48419,hash234792,hash213954,NA,NA,NA,NA,
71,5,coup125,coup9283,coup8798,coupMissing,9,hash83489,hash208799,hash102461,hash159363,hash89865,hash27480,NA,NA,NA,NA,
72,6,coup5638,coup4803,coup1051,coupMissing,9,hash62052,hash216595,hash200614,hash149047,hash59454,hash133701,hash57600,NA,NA,NA,
73,6,coup2424,coup9343,coup716,coupMissing,9,hash240192,hash152294,hash148224,hash90081,hash206074,hash70694,hash56922,NA,NA,NA,
74,6,coup4317,coupMissing,coupMissing,coupMissing,9,hash16238,hash81424,hash110678,hash43905,hash13447,hash163383,hash144258,NA,NA,NA,
75,5,coup4787,coup1698,coup6065,coupMissing,9,hash106071,hash91099,hash109793,hash13106,hash2053,hash116443,NA,NA,NA,NA,
76,5,coup2998,coup1566,coup8872,coupMissing,9,hash122764,hash28594,hash170014,hash169105,hash83218,hash183485,NA,NA,NA,NA,
77,6,coup1566,coupMissing,coupMissing,coupMissing,9,hash169105,hash21950,hash196262,hash167625,hash122764,hash130451,hash193294,NA,NA,NA,
78,4,coup6824,coup7128,coup4763,coupMissing,9,hash174576,hash67521,hash15400,hash87120,hash95582,NA,NA,NA,NA,NA,
79,5,coup1882,coupMissing,coupMissing,coupMissing,9,hash66876,hash132147,hash50156,hash148611,hash120153,hash128628,NA,NA,NA,NA,
80,5,coup6111,coupMissing,coupMissing,coupMissing,9,hash226053,hash149811,hash64519,hash168588,hash8616,hash2243,NA,NA,NA,NA,
81,5,coup374,coup4146,coup3706,coupMissing,9,hash43201,hash189503,hash98134,hash31872,hash194512,hash160170,NA,NA,NA,NA,
82,4,coup8082,coup8048,coup2322,coupMissing,9,hash161746,hash104242,hash105727,hash9469,hash183485,NA,NA,NA,NA,NA,
83,5,coup8960,coup3201,coupMissing,coupMissing,9,hash38839,hash122304,hash75330,hash144330,hash106303,hash217439,NA,NA,NA,NA,
84,7,coup4813,coup5803,coup3193,coupMissing,9,hash118743,hash19390,hash74790,hash79868,hash228118,hash96202,hash209633,hash138333,NA,NA,
85,5,coup3933,coupMissing,coupMissing,coupMissing,9,hash195964,hash20986,hash7009,hash191798,hash170728,hash194048,NA,NA,NA,NA,
86,5,coup5271,coupMissing,coupMissing,coupMissing,9,hash8838,hash8792,hash31629,hash12901,hash119345,hash190675,NA,NA,NA,NA,
87,5,coup5979,coupMissing,coupMissing,coupMissing,9,hash24215,hash25638,hash172476,hash85307,hash71302,hash185219,NA,NA,NA,NA,
88,7,coup9250,coup9638,coup8491,coupMissing,9,hash117601,hash42205,hash155687,hash214707,hash52427,hash61245,hash83210,hash181748,NA,NA,
89,7,coup3617,coup3247,coup7448,coupMissing,9,hash38255,hash99334,hash186329,hash178099,hash139577,hash109793,hash52284,hash190715,NA,NA,
90,5,coup6758,coupMissing,coupMissing,coupMissing,9,hash235123,hash31733,hash125961,hash102992,hash57092,hash163785,NA,NA,NA,NA,
91,5,coup4438,coup5386,coup5491,coupMissing,9,hash118522,hash180459,hash183000,hash191648,hash2640,hash178807,NA,NA,NA,NA,
92,5,coup8710,coupMissing,coupMissing,coupMissing,9,hash199661,hash1965,hash19501,hash196613,hash25155,hash114283,NA,NA,NA,NA,
93,5,coup550,coupMissing,coupMissing,coupMissing,9,hash183949,hash50757,hash185904,hash125818,hash224470,hash75839,NA,NA,NA,NA,
94,5,coup7532,coupMissing,coupMissing,coupMissing,9,hash145935,hash105627,hash241888,hash81435,hash111803,hash142391,NA,NA,NA,NA,
95,5,coup716,coupMissing,coupMissing,coupMissing,9,hash148224,hash242029,hash87646,hash240192,hash151967,hash176205,NA,NA,NA,NA,
96,5,coup2801,coupMissing,coupMissing,coupMissing,9,hash64516,hash201997,hash178602,hash88725,hash205387,hash131339,NA,NA,NA,NA,
97,5,coup9849,coupMissing,coupMissing,coupMissing,9,hash237845,hash179516,hash215660,hash110886,hash63552,hash188865,NA,NA,NA,NA,
98,4,coup5971,coup7290,coup7532,coupMissing,9,hash81435,hash141615,hash145935,hash46927,hash149225,NA,NA,NA,NA,NA,
99,6,coup4530,coup8344,coup8764,coupMissing,9,hash9147,hash129154,hash118070,hash132457,hash154754,hash224163,hash244945,NA,NA,NA,
100,4,coup6357,coup4890,coup629,coupMissing,9,hash32801,hash36362,hash177394,hash53435,hash255379,NA,NA,NA,NA,NA,
101,6,coup9202,coup8251,coup3114,coupMissing,9,hash41461,hash103522,hash76313,hash33340,hash72838,hash216948,hash213171,NA,NA,NA,
102,5,coup7311,coupMissing,coupMissing,coupMissing,9,hash231251,hash180723,hash153501,hash191873,hash105694,hash171931,NA,NA,NA,NA,
103,5,coup6761,coupMissing,coupMissing,coupMissing,9,hash187902,hash127227,hash4562,hash226592,hash78177,hash80785,NA,NA,NA,NA,
104,7,coup1031,coup980,coup9405,coupMissing,9,hash124675,hash175618,hash75363,hash207529,hash252497,hash74911,hash234132,hash134182,NA,NA,
105,5,coup9896,coupMissing,coupMissing,coupMissing,9,hash212001,hash204690,hash207041,hash255865,hash131924,hash153158,NA,NA,NA,NA,
106,5,coup1989,coupMissing,coupMissing,coupMissing,9,hash30104,hash139076,hash27313,hash162813,hash131433,hash53863,NA,NA,NA,NA,
107,5,coup409,coupMissing,coupMissing,coupMissing,9,hash211958,hash63534,hash160298,hash125111,hash187699,hash30422,NA,NA,NA,NA,
108,5,coup7875,coup4050,coup585,coupMissing,9,hash83789,hash54119,hash248432,hash6342,hash255586,hash97334,NA,NA,NA,NA,
109,5,coup1637,coup7908,coup9910,coupMissing,9,hash22740,hash241130,hash162304,hash90081,hash251371,hash84942,NA,NA,NA,NA,
110,3,coup1982,coupMissing,coupMissing,coupMissing,9,hash107900,hash144681,hash161720,hash24393,NA,NA,NA,NA,NA,NA,
111,5,coup1252,coupMissing,coupMissing,coupMissing,9,hash76614,hash24683,hash184965,hash88398,hash214633,hash161798,NA,NA,NA,NA,
112,6,coup7254,coupMissing,coupMissing,coupMissing,9,hash70176,hash74120,hash161333,hash62964,hash207275,hash17053,hash238584,NA,NA,NA,
113,6,coup4024,coup2905,coup6287,coupMissing,9,hash192107,hash149861,hash141215,hash31185,hash139167,hash32559,hash131433,NA,NA,NA,
114,6,coup3426,coupMissing,coupMissing,coupMissing,9,hash96165,hash76371,hash29829,hash82672,hash123260,hash240227,hash79005,NA,NA,NA,
115,5,coup6395,coup441,coup8629,coupMissing,9,hash94620,hash5719,hash49613,hash245800,hash64198,hash30789,NA,NA,NA,NA,
116,5,coup2981,coup8234,coupMissing,coupMissing,9,hash217717,hash18319,hash58904,hash217378,hash62428,hash109424,NA,NA,NA,NA,
117,6,coup6009,coup3237,coup7496,coupMissing,9,hash238373,hash224456,hash215413,hash30351,hash110451,hash193689,hash14487,NA,NA,NA,
118,3,coup5978,coup2180,coup7808,coupMissing,9,hash161123,hash643,hash100516,hash41425,NA,NA,NA,NA,NA,NA,
119,5,coup3572,coup8233,coup9408,coupMissing,9,hash72838,hash125462,hash167255,hash137082,hash41461,hash240471,NA,NA,NA,NA,
120,4,coup1372,coup587,coup5141,coupMissing,9,hash185240,hash15219,hash124715,hash52913,hash131249,NA,NA,NA,NA,NA,
121,5,coup4275,coup4983,coup5775,coupMissing,9,hash183444,hash218359,hash22325,hash157383,hash71555,hash207275,NA,NA,NA,NA,
122,5,coup105,coupMissing,coupMissing,coupMissing,9,hash155920,hash169839,hash59244,hash74811,hash14718,hash145930,NA,NA,NA,NA,
123,6,coup3706,coupMissing,coupMissing,coupMissing,9,hash160170,hash100151,hash16581,hash159977,hash157215,hash116879,hash43201,NA,NA,NA,
124,6,coup6273,coup2895,coup1110,coupMissing,9,hash195223,hash160298,hash213592,hash190675,hash216859,hash96018,hash176101,NA,NA,NA,
125,5,coup5913,coup9988,coupMissing,coupMissing,9,hash226144,hash180865,hash168655,hash216966,hash192453,hash196613,NA,NA,NA,NA,
126,4,coup3154,coup3972,coup1135,coupMissing,9,hash51459,hash112239,hash74352,hash229825,hash185209,NA,NA,NA,NA,NA,
127,5,coup9963,coup3603,coup7415,coupMissing,9,hash200768,hash21994,hash108318,hash59244,hash114228,hash162586,NA,NA,NA,NA,
128,6,coup1110,coup8802,coup409,coupMissing,9,hash160298,hash47825,hash211958,hash104321,hash156087,hash126894,hash195223,NA,NA,NA,
129,5,coup326,coup3838,coup8222,coupMissing,9,hash55872,hash99358,hash18162,hash93807,hash26925,hash197422,NA,NA,NA,NA,
130,5,coup5694,coup4049,coup5193,coupMissing,9,hash70247,hash31769,hash169115,hash237481,hash202745,hash255379,NA,NA,NA,NA,
131,6,coup5644,coup8940,coupMissing,coupMissing,9,hash213159,hash70404,hash75445,hash68387,hash186851,hash177124,hash101969,NA,NA,NA,
132,4,coup9903,coupMissing,coupMissing,coupMissing,9,hash105185,hash146984,hash209996,hash84458,hash219547,NA,NA,NA,NA,NA,
133,7,coup4049,coupMissing,coupMissing,coupMissing,9,hash202745,hash70247,hash110976,hash163230,hash121391,hash83850,hash163490,hash143176,NA,NA,
134,5,coup8565,coup57,coup788,coupMissing,9,hash112511,hash15578,hash253873,hash64119,hash142166,hash112653,NA,NA,NA,NA,
135,4,coup5218,coupMissing,coupMissing,coupMissing,9,hash84738,hash3339,hash83713,hash244224,hash8024,NA,NA,NA,NA,NA,
136,4,coup9462,coupMissing,coupMissing,coupMissing,9,hash162034,hash46779,hash255899,hash81559,hash23843,NA,NA,NA,NA,NA,
137,6,coup7364,coupMissing,coupMissing,coupMissing,9,hash53567,hash48525,hash194686,hash110243,hash82912,hash20129,hash114867,NA,NA,NA,
138,5,coup5491,coup6247,coup1504,coupMissing,9,hash2640,hash61668,hash80516,hash118522,hash247251,hash12103,NA,NA,NA,NA,
139,6,coup2322,coup9042,coup2998,coupMissing,9,hash183485,hash143732,hash245808,hash122764,hash31566,hash87406,hash161746,NA,NA,NA,
140,4,coup7201,coupMissing,coupMissing,coupMissing,9,hash104692,hash114303,hash128908,hash180031,hash190359,NA,NA,NA,NA,NA,
141,5,coup766,coup8089,coup9121,coupMissing,9,hash235360,hash50015,hash152212,hash1342,hash194244,hash254558,NA,NA,NA,NA,
142,4,coup3904,coupMissing,coupMissing,coupMissing,9,hash68054,hash233202,hash116387,hash216141,hash247251,NA,NA,NA,NA,NA,
143,5,coup10,coup6203,coup9432,coupMissing,9,hash134523,hash44123,hash160742,hash46730,hash83583,hash188891,NA,NA,NA,NA,
144,5,coup3374,coupMissing,coupMissing,coupMissing,9,hash209496,hash128196,hash183870,hash196761,hash4551,hash67371,NA,NA,NA,NA,
145,4,coup7275,coupMissing,coupMissing,coupMissing,9,hash252635,hash98463,hash178670,hash170266,hash174998,NA,NA,NA,NA,NA,
146,7,coup2205,coup9629,coup1950,coupMissing,9,hash144013,hash81308,hash172047,hash80448,hash238170,hash72778,hash101721,hash172421,NA,NA,
147,7,coup1877,coupMissing,coupMissing,coupMissing,9,hash134968,hash120392,hash159114,hash195788,hash67280,hash150340,hash139167,hash68451,NA,NA,
148,3,coup8521,coup926,coup47,coupMissing,9,hash39197,hash107400,hash8998,hash88839,NA,NA,NA,NA,NA,NA,
149,5,coup5935,coupMissing,coupMissing,coupMissing,9,hash90427,hash171150,hash202920,hash242533,hash212178,hash224470,NA,NA,NA,NA,
150,5,coup6780,coup5369,coup6273,coupMissing,9,hash213592,hash92113,hash106689,hash199167,hash160771,hash195223,NA,NA,NA,NA,
151,5,coup7077,coupMissing,coupMissing,coupMissing,9,hash219880,hash98565,hash125180,hash231514,hash189782,hash176752,NA,NA,NA,NA,
152,6,coup4109,coup1818,coup4782,coupMissing,9,hash109395,hash147562,hash191711,hash19727,hash113800,hash240601,hash29291,NA,NA,NA,
153,6,coup926,coupMissing,coupMissing,coupMissing,9,hash88839,hash253821,hash156468,hash134951,hash39197,hash154776,hash84458,NA,NA,NA,
154,5,coup2136,coupMissing,coupMissing,coupMissing,9,hash211353,hash34921,hash209382,hash153222,hash251744,hash160042,NA,NA,NA,NA,
155,8,coup3128,coup8826,coup1294,coupMissing,9,hash159526,hash149083,hash93654,hash224288,hash159847,hash4138,hash42314,hash131433,hash14989,NA,
156,4,coup9623,coup9250,coupMissing,coupMissing,9,hash61245,hash232059,hash117601,hash17388,hash129014,NA,NA,NA,NA,NA,
157,6,coup3387,coupMissing,coupMissing,coupMissing,9,hash27480,hash83489,hash224456,hash210150,hash37374,hash21417,hash107800,NA,NA,NA,
158,4,coup8671,coup1969,coup3482,coupMissing,9,hash200461,hash49699,hash11152,hash217691,hash17258,NA,NA,NA,NA,NA,
159,6,coup3756,coup9840,coupMissing,coupMissing,9,hash121833,hash27947,hash40075,hash242285,hash54548,hash191445,hash86259,NA,NA,NA,
160,5,coup6708,coup9495,coup8485,coupMissing,9,hash102996,hash49659,hash138819,hash94270,hash124467,hash49485,NA,NA,NA,NA,
161,8,coup5194,coupMissing,coupMissing,coupMissing,9,hash69888,hash84876,hash87882,hash247888,hash35534,hash154380,hash9300,hash75882,hash57433,NA,
162,5,coup2232,coup7657,coup3802,coupMissing,9,hash13479,hash149328,hash209996,hash228028,hash12236,hash100824,NA,NA,NA,NA,
163,5,coup8222,coupMissing,coupMissing,coupMissing,9,hash197422,hash245467,hash55872,hash140879,hash132155,hash178174,NA,NA,NA,NA,
164,4,coup2586,coup1613,coup5494,coupMissing,9,hash214896,hash192038,hash102992,hash213538,hash225347,NA,NA,NA,NA,NA,
165,5,coup2090,coupMissing,coupMissing,coupMissing,9,hash123655,hash177394,hash24068,hash236020,hash9684,hash195242,NA,NA,NA,NA,
166,4,coup5308,coup7438,coup8753,coupMissing,9,hash216923,hash64549,hash36941,hash71957,hash60823,NA,NA,NA,NA,NA,
167,4,coup1939,coupMissing,coupMissing,coupMissing,9,hash94301,hash167515,hash106616,hash184770,hash43560,NA,NA,NA,NA,NA,
168,5,coup4227,coup4396,coup450,coupMissing,9,hash13384,hash213128,hash71957,hash14596,hash188891,hash155173,NA,NA,NA,NA,
169,4,coup7763,coupMissing,coupMissing,coupMissing,9,hash79741,hash239266,hash96738,hash109587,hash110336,NA,NA,NA,NA,NA,
170,8,coup6538,coup4875,coup3261,coupMissing,9,hash86405,hash134686,hash208742,hash134069,hash211927,hash186675,hash110451,hash113779,hash240227,NA,
171,4,coup3300,coupMissing,coupMissing,coupMissing,9,hash231838,hash86404,hash191476,hash16547,hash240514,NA,NA,NA,NA,NA,
172,6,coup4940,coup5131,coup1726,coupMissing,9,hash203660,hash41740,hash59154,hash168114,hash85125,hash158529,hash194942,NA,NA,NA,
173,6,coup8943,coupMissing,coupMissing,coupMissing,9,hash147174,hash186329,hash114648,hash166474,hash59691,hash239022,hash174591,NA,NA,NA,
174,5,coup6065,coup7747,coup3617,coupMissing,9,hash109793,hash38255,hash147562,hash106071,hash125557,hash146635,NA,NA,NA,NA,
175,4,coup9091,coupMissing,coupMissing,coupMissing,9,hash152260,hash88529,hash157215,hash145087,hash78574,NA,NA,NA,NA,NA,
176,4,coup3116,coupMissing,coupMissing,coupMissing,9,hash62363,hash71957,hash110410,hash159128,hash144596,NA,NA,NA,NA,NA,
177,5,coup218,coup4787,coup390,coupMissing,9,hash2053,hash255899,hash106071,hash122547,hash236124,hash25686,NA,NA,NA,NA,
178,5,coup5852,coupMissing,coupMissing,coupMissing,9,hash25015,hash11285,hash159792,hash156548,hash62108,hash106303,NA,NA,NA,NA,
179,5,coup3120,coup1499,coupMissing,coupMissing,9,hash176407,hash176919,hash233996,hash202903,hash217989,hash185367,NA,NA,NA,NA,
180,7,coup6224,coupMissing,coupMissing,coupMissing,9,hash78363,hash139606,hash22232,hash196141,hash138139,hash241626,hash50649,hash143954,NA,NA,
181,4,coup1698,coupMissing,coupMissing,coupMissing,9,hash116443,hash115620,hash106071,hash240290,hash207236,NA,NA,NA,NA,NA,
182,3,coup1384,coupMissing,coupMissing,coupMissing,9,hash52031,hash74627,hash119974,hash71984,NA,NA,NA,NA,NA,NA,
183,6,coup2375,coup5255,coup1800,coupMissing,9,hash139606,hash63963,hash219744,hash24837,hash120057,hash78363,hash94955,NA,NA,NA,
184,6,coup2622,coup7333,coupMissing,coupMissing,9,hash118207,hash255924,hash67941,hash38814,hash110410,hash168043,hash219370,NA,NA,NA,
185,4,coup6818,coupMissing,coupMissing,coupMissing,9,hash65856,hash172641,hash211759,hash246194,hash6431,NA,NA,NA,NA,NA,
186,6,coup629,coup2090,coup3411,coupMissing,9,hash177394,hash220310,hash118272,hash167484,hash32801,hash123655,hash990,NA,NA,NA,
187,7,coup6747,coup9412,coup8630,coupMissing,9,hash85978,hash3929,hash121391,hash151813,hash28161,hash138429,hash201968,hash89770,NA,NA,
188,5,coup6095,coupMissing,coupMissing,coupMissing,9,hash53216,hash164612,hash128205,hash104226,hash89865,hash94766,NA,NA,NA,NA,
189,5,coup980,coup7911,coup7177,coupMissing,9,hash74911,hash124675,hash230575,hash160742,hash95082,hash196761,NA,NA,NA,NA,
190,5,coup7177,coupMissing,coupMissing,coupMissing,9,hash230575,hash27133,hash178233,hash74911,hash69402,hash61342,NA,NA,NA,NA,
191,5,coup8111,coupMissing,coupMissing,coupMissing,9,hash24899,hash38905,hash25890,hash164626,hash188926,hash190190,NA,NA,NA,NA,
192,6,coup4847,coupMissing,coupMissing,coupMissing,9,hash195599,hash35476,hash4596,hash246448,hash142166,hash218226,hash46147,NA,NA,NA,
193,5,coup1556,coupMissing,coupMissing,coupMissing,9,hash59154,hash203660,hash168621,hash152623,hash214043,hash24466,NA,NA,NA,NA,
194,4,coup4293,coup326,coup1610,coupMissing,9,hash26925,hash149359,hash55872,hash12254,hash84942,NA,NA,NA,NA,NA,
195,7,coup7006,coupMissing,coupMissing,coupMissing,9,hash60851,hash67320,hash162566,hash34861,hash173645,hash10262,hash127905,hash206675,NA,NA,
