RDS
750,3,coupMissing,
14,6,coup8328,coup3090,coup6159,coupMissing,10,hash167847,hash183238,hash49427,hash20312,hash192558,hash50726,hash221695,NA,NA,NA,NA,
15,5,coup7153,coupMissing,coupMissing,coupMissing,10,hash28523,hash77510,hash98839,hash198186,hash60783,hash204387,NA,NA,NA,NA,NA,
16,6,coup7481,coupMissing,coupMissing,coupMissing,10,hash252049,hash227750,hash32364,hash46069,hash88642,hash179313,hash89221,NA,NA,NA,NA,
17,4,coup3311,coup7299,coup4022,coupMissing,10,hash32496,hash28020,hash150732,hash53382,hash121256,NA,NA,NA,NA,NA,NA,
18,6,coup2193,coup2917,coup7738,coupMissing,10,hash170979,hash183780,hash54341,hash180812,hash217171,hash224708,hash62148,NA,NA,NA,NA,
19,4,coup4307,coup5155,coup495,coupMissing,10,hash25841,hash91283,hash118245,hash84154,hash34708,NA,NA,NA,NA,NA,NA,
20,5,coup2550,coupMissing,coupMissing,coupMissing,10,hash214066,hash205426,hash237498,hash39130,hash233995,hash11530,NA,NA,NA,NA,NA,
21,5,coup5692,coupMissing,coupMissing,coupMissing,10,hash47233,hash40267,hash229436,hash206976,hash151196,hash198089,NA,NA,NA,NA,NA,
22,6,coup4163,coupMissing,coupMissing,coupMissing,10,hash81746,hash246023,hash11174,hash38574,hash56281,hash30756,hash9829,NA,NA,NA,NA,
23,4,coup9263,coup2642,coup7946,coupMissing,10,hash84486,hash85634,hash44286,hash118124,hash171837,NA,NA,NA,NA,NA,NA,
24,5,coup7402,coupMissing,coupMissing,coupMissing,10,hash122227,hash227750,hash3226,hash218373,hash148962,hash79137,NA,NA,NA,NA,NA,
25,4,coup4340,coupMissing,coupMissing,coupMissing,10,hash63094,hash213204,hash6386,hash49396,hash251937,NA,NA,NA,NA,NA,NA,
26,4,coup9016,coup718,coup1730,coupMissing,10,hash253129,hash95048,hash197387,hash42142,hash44602,NA,NA,NA,NA,NA,NA,
27,5,coup6316,coupMissing,coupMissing,coupMissing,10,hash78506,hash180889,hash137826,hash137906,hash124851,hash105258,NA,NA,NA,NA,NA,
28,5,coup6184,coupMissing,coupMissing,coupMissing,10,hash174586,hash147053,hash86475,hash155960,hash64959,hash5936,NA,NA,NA,NA,NA,
29,6,coup9754,coup6304,coup7441,coupMissing,10,hash21172,hash171200,hash43393,hash166903,hash154605,hash147989,hash193721,NA,NA,NA,NA,
30,5,coup4640,coup3097,coup5506,coupMissing,10,hash39256,hash197729,hash150284,hash21601,hash96013,hash193878,NA,NA,NA,NA,NA,
31,6,coup1084,coup8905,coup8482,coupMissing,10,hash238888,hash22208,hash48554,hash9274,hash172740,hash26271,hash46560,NA,NA,NA,NA,
32,5,coup4995,coupMissing,coupMissing,coupMissing,10,hash232203,hash234280,hash86697,hash107031,hash205571,hash46324,NA,NA,NA,NA,NA,
33,4,coup3837,coupMissing,coupMissing,coupMissing,10,hash102567,hash22832,hash38530,hash157874,hash197417,NA,NA,NA,NA,NA,NA,
34,4,coup6015,coupMissing,coupMissing,coupMissing,10,hash149029,hash238507,hash31572,hash88489,hash176759,NA,NA,NA,NA,NA,NA,
35,4,coup8061,coupMissing,coupMissing,coupMissing,10,hash35803,hash222939,hash49626,hash223205,hash18849,NA,NA,NA,NA,NA,NA,
36,7,coup7915,coup9010,coup225,coupMissing,10,hash66820,hash99650,hash222151,hash83413,hash138382,hash231976,hash180540,hash230237,NA,NA,NA,
37,6,coup6535,coupMissing,coupMissing,coupMissing,10,hash181699,hash31774,hash248208,hash153853,hash138408,hash137585,hash123548,NA,NA,NA,NA,
38,4,coup9252,coup7804,coup6541,coupMissing,10,hash201074,hash134914,hash63768,hash38666,hash198860,NA,NA,NA,NA,NA,NA,
39,5,coup2790,coup5651,coup5371,coupMissing,10,hash45517,hash114735,hash77566,hash70479,hash34917,hash69054,NA,NA,NA,NA,NA,
40,8,coup199,coup7157,coup8054,coupMissing,10,hash189737,hash140896,hash148647,hash61417,hash12523,hash223096,hash147705,hash62129,hash214927,NA,NA,
41,6,coup8305,coupMissing,coupMissing,coupMissing,10,hash169246,hash145832,hash49109,hash160173,hash46146,hash79753,hash204387,NA,NA,NA,NA,
42,6,coup1862,coupMissing,coupMissing,coupMissing,10,hash85952,hash212057,hash97732,hash107246,hash242838,hash231949,hash213533,NA,NA,NA,NA,
43,5,coup294,coupMissing,coupMissing,coupMissing,10,hash11963,hash169516,hash237612,hash136712,hash132607,hash8356,NA,NA,NA,NA,NA,
44,4,coup5985,coup813,coup5571,coupMissing,10,hash9370,hash173955,hash244776,hash101079,hash217068,NA,NA,NA,NA,NA,NA,
45,4,coup7740,coup5665,coup9745,coupMissing,10,hash195409,hash49106,hash29343,hash14327,hash49139,NA,NA,NA,NA,NA,NA,
46,6,coup5408,coup7127,coup5664,coupMissing,10,hash230301,hash66241,hash187928,hash40316,hash16934,hash46139,hash67859,NA,NA,NA,NA,
47,4,coup256,coup3073,coup3288,coupMissing,10,hash21485,hash105358,hash235822,hash53867,hash254775,NA,NA,NA,NA,NA,NA,
48,6,coup6756,coupMissing,coupMissing,coupMissing,10,hash126427,hash142475,hash109075,hash36610,hash80277,hash38187,hash175990,NA,NA,NA,NA,
49,5,coup1504,coup7768,coup3771,coupMissing,10,hash48960,hash164540,hash209017,hash150269,hash4508,hash85201,NA,NA,NA,NA,NA,
50,6,coup468,coupMissing,coupMissing,coupMissing,10,hash222331,hash217,hash24846,hash245454,hash48136,hash88593,hash215544,NA,NA,NA,NA,
51,5,coup2540,coup6819,coup3113,coupMissing,10,hash173297,hash79747,hash203755,hash142574,hash230505,hash208631,NA,NA,NA,NA,NA,
52,5,coup1541,coup3008,coup2550,coupMissing,10,hash39130,hash27740,hash241472,hash214066,hash48069,hash205895,NA,NA,NA,NA,NA,
53,4,coup979,coup877,coupMissing,coupMissing,10,hash130974,hash71554,hash244875,hash91108,hash147174,NA,NA,NA,NA,NA,NA,
54,8,coup6506,coup9016,coup3457,coupMissing,10,hash44602,hash41257,hash23592,hash250369,hash253129,hash42198,hash24751,hash107453,hash151794,NA,NA,
55,5,coup5323,coup2757,coup8941,coupMissing,10,hash138670,hash151131,hash98860,hash155167,hash32236,hash42385,NA,NA,NA,NA,NA,
56,5,coup4392,coupMissing,coupMissing,coupMissing,10,hash224913,hash216965,hash248555,hash255084,hash223221,hash192614,NA,NA,NA,NA,NA,
57,8,coup8941,coupMissing,coupMissing,coupMissing,10,hash32236,hash186426,hash94716,hash81323,hash506,hash138670,hash239684,hash195359,hash225246,NA,NA,
58,3,coup3944,coup6128,coup8309,coupMissing,10,hash240939,hash237831,hash116072,hash175457,NA,NA,NA,NA,NA,NA,NA,
59,5,coup4346,coup4392,coup2687,coupMissing,10,hash223221,hash235796,hash210529,hash224913,hash49139,hash154518,NA,NA,NA,NA,NA,
60,5,coup7988,coup4307,coup3917,coupMissing,10,hash34708,hash157580,hash25841,hash62392,hash185166,hash28979,NA,NA,NA,NA,NA,
61,5,coup5021,coupMissing,coupMissing,coupMissing,10,hash43829,hash2515,hash25568,hash161050,hash69051,hash81477,NA,NA,NA,NA,NA,
62,5,coup4025,coup975,coup5882,coupMissing,10,hash2303,hash247201,hash132435,hash76435,hash10843,hash249494,NA,NA,NA,NA,NA,
63,5,coup3333,coupMissing,coupMissing,coupMissing,10,hash235462,hash24955,hash222255,hash215446,hash224294,hash2352,NA,NA,NA,NA,NA,
64,5,coup2803,coupMissing,coupMissing,coupMissing,10,hash24863,hash118737,hash94951,hash47504,hash7290,hash167873,NA,NA,NA,NA,NA,
65,6,coup8892,coupMissing,coupMissing,coupMissing,10,hash20320,hash4238,hash26551,hash147360,hash175907,hash242007,hash69582,NA,NA,NA,NA,
66,5,coup5689,coupMissing,coupMissing,coupMissing,10,hash238924,hash238794,hash70437,hash43374,hash101668,hash142873,NA,NA,NA,NA,NA,
67,5,coup8278,coup1414,coup6122,coupMissing,10,hash146197,hash48554,hash114881,hash207867,hash132506,hash104484,NA,NA,NA,NA,NA,
68,5,coup4777,coup5485,coup7456,coupMissing,10,hash182656,hash60358,hash164293,hash22432,hash89809,hash165238,NA,NA,NA,NA,NA,
69,5,coup2819,coup1691,coup7040,coupMissing,10,hash157879,hash153490,hash66386,hash152612,hash22697,hash52507,NA,NA,NA,NA,NA,
70,5,coup2148,coup1673,coup3416,coupMissing,10,hash34690,hash89914,hash14058,hash141378,hash94118,hash216633,NA,NA,NA,NA,NA,
71,4,coup1269,coup8209,coup8616,coupMissing,10,hash26682,hash64762,hash181818,hash123115,hash109256,NA,NA,NA,NA,NA,NA,
72,5,coup2022,coup7088,coup71,coupMissing,10,hash171475,hash75589,hash61263,hash30303,hash143595,hash18788,NA,NA,NA,NA,NA,
73,5,coup7700,coup6050,coup2186,coupMissing,10,hash63011,hash53404,hash91108,hash20814,hash130329,hash110553,NA,NA,NA,NA,NA,
74,4,coup7890,coup9386,coup3944,coupMissing,10,hash116072,hash207867,hash173688,hash67706,hash240939,NA,NA,NA,NA,NA,NA,
75,6,coup2695,coup4971,coup3479,coupMissing,10,hash238759,hash61857,hash213480,hash46165,hash123115,hash50578,hash118344,NA,NA,NA,NA,
76,7,coup1218,coup2406,coup6212,coupMissing,10,hash142287,hash183912,hash146139,hash233981,hash145436,hash76081,hash43508,hash76967,NA,NA,NA,
77,5,coup6612,coup4498,coupMissing,coupMissing,10,hash152192,hash63768,hash216049,hash230237,hash132607,hash228304,NA,NA,NA,NA,NA,
78,7,coup5595,coup8105,coup3302,coupMissing,10,hash95189,hash42668,hash29268,hash112015,hash209579,hash105483,hash187351,hash123991,NA,NA,NA,
79,4,coup8029,coupMissing,coupMissing,coupMissing,10,hash233613,hash37721,hash165889,hash24147,hash245587,NA,NA,NA,NA,NA,NA,
80,6,coup6518,coupMissing,coupMissing,coupMissing,10,hash120462,hash116336,hash210801,hash81561,hash213777,hash209320,hash240946,NA,NA,NA,NA,
81,7,coup6901,coup7296,coup789,coupMissing,10,hash171351,hash209428,hash216741,hash2712,hash215004,hash142249,hash36941,hash69108,NA,NA,NA,
82,6,coup7191,coupMissing,coupMissing,coupMissing,10,hash67439,hash90255,hash240398,hash23370,hash117192,hash8596,hash125984,NA,NA,NA,NA,
83,5,coup2678,coup6320,coup2939,coupMissing,10,hash139012,hash20014,hash197973,hash255248,hash228733,hash99748,NA,NA,NA,NA,NA,
84,4,coup6817,coup3056,coup2893,coupMissing,10,hash196441,hash11938,hash132865,hash104377,hash67859,NA,NA,NA,NA,NA,NA,
85,5,coup8905,coup8912,coup6087,coupMissing,10,hash46560,hash193764,hash172052,hash10642,hash238888,hash204952,NA,NA,NA,NA,NA,
86,5,coup7441,coup8493,coupMissing,coupMissing,10,hash147989,hash82106,hash81323,hash148962,hash21172,hash174189,NA,NA,NA,NA,NA,
87,6,coup8925,coup2193,coup2197,coupMissing,10,hash224708,hash170979,hash160969,hash250419,hash47422,hash131173,hash229383,NA,NA,NA,NA,
88,5,coup4971,coup3162,coupMissing,coupMissing,10,hash46165,hash106012,hash112467,hash40496,hash203795,hash238759,NA,NA,NA,NA,NA,
89,5,coup708,coupMissing,coupMissing,coupMissing,10,hash189445,hash135327,hash104484,hash192370,hash239441,hash242577,NA,NA,NA,NA,NA,
90,4,coup573,coup364,coup9250,coupMissing,10,hash153651,hash132506,hash63768,hash124152,hash142236,NA,NA,NA,NA,NA,NA,
91,4,coup6124,coup1218,coup6496,coupMissing,10,hash76967,hash2745,hash12265,hash66970,hash142287,NA,NA,NA,NA,NA,NA,
92,5,coup3008,coupMissing,coupMissing,coupMissing,10,hash27740,hash39130,hash96985,hash117572,hash117256,hash124961,NA,NA,NA,NA,NA,
93,5,coup7980,coup1071,coup6444,coupMissing,10,hash126062,hash50029,hash228771,hash160372,hash53430,hash81584,NA,NA,NA,NA,NA,
94,6,coup4464,coupMissing,coupMissing,coupMissing,10,hash16958,hash94276,hash241683,hash235804,hash4952,hash106230,hash168465,NA,NA,NA,NA,
95,8,coup5721,coupMissing,coupMissing,coupMissing,10,hash93080,hash210995,hash83995,hash82037,hash187839,hash144877,hash193266,hash173895,hash78555,NA,NA,
96,5,coup6125,coupMissing,coupMissing,coupMissing,10,hash66641,hash234934,hash203158,hash36451,hash2033,hash20386,NA,NA,NA,NA,NA,
97,6,coup73,coupMissing,coupMissing,coupMissing,10,hash38107,hash55482,hash140485,hash40441,hash66739,hash10318,hash64557,NA,NA,NA,NA,
98,5,coup9464,coupMissing,coupMissing,coupMissing,10,hash160177,hash54784,hash238908,hash138884,hash213345,hash254948,NA,NA,NA,NA,NA,
99,6,coup1944,coupMissing,coupMissing,coupMissing,10,hash199664,hash146139,hash106017,hash208838,hash188953,hash113308,hash131170,NA,NA,NA,NA,
100,7,coup8105,coup5656,coup6946,coupMissing,10,hash29268,hash95189,hash212298,hash7985,hash165691,hash1506,hash95290,hash196322,NA,NA,NA,
101,5,coup6174,coup185,coup8634,coupMissing,10,hash202616,hash227087,hash106966,hash198206,hash92647,hash698,NA,NA,NA,NA,NA,
102,5,coup8118,coupMissing,coupMissing,coupMissing,10,hash82106,hash43358,hash194651,hash402,hash4508,hash147989,NA,NA,NA,NA,NA,
103,5,coup5091,coupMissing,coupMissing,coupMissing,10,hash26433,hash44286,hash119510,hash21918,hash11601,hash110553,NA,NA,NA,NA,NA,
104,5,coup7135,coup1975,coup6154,coupMissing,10,hash38405,hash192071,hash242636,hash50726,hash133998,hash177267,NA,NA,NA,NA,NA,
105,7,coup6304,coupMissing,coupMissing,coupMissing,10,hash193721,hash62298,hash69345,hash229446,hash21172,hash93885,hash74821,hash22562,NA,NA,NA,
106,6,coup9808,coup4163,coup9957,coupMissing,10,hash11174,hash81746,hash105162,hash175219,hash19818,hash75149,hash63972,NA,NA,NA,NA,
107,6,coup724,coupMissing,coupMissing,coupMissing,10,hash100029,hash208901,hash92108,hash75119,hash144595,hash206286,hash251236,NA,NA,NA,NA,
108,4,coup3231,coupMissing,coupMissing,coupMissing,10,hash137244,hash49626,hash28799,hash223035,hash897,NA,NA,NA,NA,NA,NA,
109,7,coup2605,coup7500,coup6953,coupMissing,10,hash163673,hash241195,hash157271,hash77868,hash241171,hash192302,hash107453,hash248583,NA,NA,NA,
110,4,coup6823,coup3521,coup926,coupMissing,10,hash209428,hash134420,hash90672,hash171351,hash187967,NA,NA,NA,NA,NA,NA,
111,6,coup1447,coup1557,coup7494,coupMissing,10,hash79900,hash154521,hash84582,hash82243,hash4640,hash89221,hash105787,NA,NA,NA,NA,
112,4,coup8694,coupMissing,coupMissing,coupMissing,10,hash77709,hash191614,hash130152,hash208753,hash223056,NA,NA,NA,NA,NA,NA,
113,3,coup6998,coupMissing,coupMissing,coupMissing,10,hash139801,hash99782,hash202044,hash80708,NA,NA,NA,NA,NA,NA,NA,
114,6,coup9447,coupMissing,coupMissing,coupMissing,10,hash65978,hash74417,hash186362,hash113117,hash155167,hash130329,hash252317,NA,NA,NA,NA,
115,5,coup6444,coup5747,coup3247,coupMissing,10,hash228771,hash108373,hash44956,hash126062,hash8553,hash71699,NA,NA,NA,NA,NA,
116,6,coup4985,coupMissing,coupMissing,coupMissing,10,hash141421,hash94931,hash101959,hash191074,hash25871,hash26317,hash49624,NA,NA,NA,NA,
117,5,coup529,coup9052,coupMissing,coupMissing,10,hash214165,hash207768,hash80154,hash124194,hash130462,hash23141,NA,NA,NA,NA,NA,
118,5,coup4234,coupMissing,coupMissing,coupMissing,10,hash126182,hash177738,hash147102,hash214207,hash51781,hash151794,NA,NA,NA,NA,NA,
119,5,coup6825,coup1593,coup2678,coupMissing,10,hash99748,hash35417,hash90787,hash209536,hash139012,hash198802,NA,NA,NA,NA,NA,
120,4,coup6223,coup6015,coup8454,coupMissing,10,hash176759,hash149029,hash97511,hash11304,hash108432,NA,NA,NA,NA,NA,NA,
121,7,coup9284,coupMissing,coupMissing,coupMissing,10,hash151386,hash134705,hash17633,hash56766,hash243739,hash19153,hash168711,hash26280,NA,NA,NA,
122,5,coup2920,coup5663,coup5893,coupMissing,10,hash61939,hash123633,hash35803,hash177746,hash160372,hash85333,NA,NA,NA,NA,NA,
123,5,coup152,coupMissing,coupMissing,coupMissing,10,hash107947,hash158017,hash28771,hash165912,hash53867,hash194374,NA,NA,NA,NA,NA,
124,6,coup3090,coup908,coup2130,coupMissing,10,hash49427,hash112483,hash181247,hash226541,hash228123,hash55659,hash167847,NA,NA,NA,NA,
125,5,coup3822,coup3675,coup5021,coupMissing,10,hash161050,hash166731,hash150580,hash116358,hash43829,hash62346,NA,NA,NA,NA,NA,
126,4,coup2943,coupMissing,coupMissing,coupMissing,10,hash205043,hash109673,hash103944,hash146568,hash239095,NA,NA,NA,NA,NA,NA,
127,5,coup3097,coupMissing,coupMissing,coupMissing,10,hash150284,hash231546,hash103528,hash39256,hash99437,hash102456,NA,NA,NA,NA,NA,
128,5,coup1860,coupMissing,coupMissing,coupMissing,10,hash168997,hash229563,hash239715,hash108478,hash20304,hash30080,NA,NA,NA,NA,NA,
129,5,coup1048,coup1269,coup190,coupMissing,10,hash181818,hash255191,hash31739,hash215392,hash26682,hash135118,NA,NA,NA,NA,NA,
130,6,coup7727,coup199,coup1003,coupMissing,10,hash223096,hash31739,hash125370,hash21601,hash65572,hash189737,hash220109,NA,NA,NA,NA,
131,6,coup3795,coupMissing,coupMissing,coupMissing,10,hash140611,hash22315,hash32807,hash5128,hash81406,hash198850,hash68112,NA,NA,NA,NA,
132,4,coup3900,coup7242,coup7277,coupMissing,10,hash127202,hash56171,hash30642,hash184556,hash41254,NA,NA,NA,NA,NA,NA,
133,6,coup7353,coupMissing,coupMissing,coupMissing,10,hash11330,hash126808,hash148258,hash99429,hash162089,hash47925,hash134741,NA,NA,NA,NA,
134,6,coup8172,coupMissing,coupMissing,coupMissing,10,hash137585,hash95724,hash181699,hash203330,hash88990,hash45943,hash112819,NA,NA,NA,NA,
135,6,coup6749,coupMissing,coupMissing,coupMissing,10,hash234306,hash176347,hash73507,hash92915,hash62726,hash203608,hash89204,NA,NA,NA,NA,
136,4,coup9609,coupMissing,coupMissing,coupMissing,10,hash101789,hash245517,hash230908,hash54186,hash66327,NA,NA,NA,NA,NA,NA,
137,4,coup8874,coupMissing,coupMissing,coupMissing,10,hash195866,hash162897,hash112439,hash226489,hash118029,NA,NA,NA,NA,NA,NA,
138,4,coup5981,coupMissing,coupMissing,coupMissing,10,hash6376,hash70194,hash186348,hash224043,hash230709,NA,NA,NA,NA,NA,NA,
139,6,coup5842,coupMissing,coupMissing,coupMissing,10,hash177830,hash109611,hash33121,hash249609,hash69415,hash85333,hash112996,NA,NA,NA,NA,
140,5,coup4246,coup538,coup6019,coupMissing,10,hash213369,hash138218,hash32820,hash99034,hash173169,hash52114,NA,NA,NA,NA,NA,
141,5,coup4981,coup9129,coup2466,coupMissing,10,hash168239,hash17416,hash89914,hash213660,hash194476,hash24289,NA,NA,NA,NA,NA,
142,10,coup1401,coupMissing,coupMissing,coupMissing,10,hash202381,hash169604,hash151160,hash31071,hash24887,hash125237,hash236242,hash109656,hash125396,hash200245,hash4113,
143,6,coup260,coup4962,coup2689,coupMissing,10,hash156683,hash205968,hash26473,hash89914,hash238123,hash169320,hash54560,NA,NA,NA,NA,
144,6,coup7877,coup7988,coup3790,coupMissing,10,hash157580,hash24585,hash71169,hash34708,hash96381,hash44372,hash127820,NA,NA,NA,NA,
145,5,coup9982,coupMissing,coupMissing,coupMissing,10,hash240778,hash247201,hash226026,hash47384,hash246929,hash239095,NA,NA,NA,NA,NA,
146,4,coup5406,coupMissing,coupMissing,coupMissing,10,hash80455,hash92630,hash103045,hash146553,hash148430,NA,NA,NA,NA,NA,NA,
147,5,coup1797,coup163,coup8431,coupMissing,10,hash28356,hash99782,hash123092,hash24668,hash30449,hash57104,NA,NA,NA,NA,NA,
148,9,coup2492,coup8924,coup9146,coupMissing,10,hash210725,hash189367,hash64221,hash20353,hash18244,hash146302,hash89204,hash135795,hash133106,hash151794,NA,
149,4,coup339,coup6535,coup6806,coupMissing,10,hash153853,hash181699,hash102233,hash162785,hash205106,NA,NA,NA,NA,NA,NA,
150,5,coup1583,coup6124,coup6919,coupMissing,10,hash12265,hash180251,hash243762,hash41622,hash77318,hash76967,NA,NA,NA,NA,NA,
151,5,coup9237,coupMissing,coupMissing,coupMissing,10,hash16001,hash193832,hash230783,hash82308,hash2972,hash105796,NA,NA,NA,NA,NA,
152,4,coup6229,coupMissing,coupMissing,coupMissing,10,hash218694,hash164342,hash203825,hash253838,hash167624,NA,NA,NA,NA,NA,NA,
153,4,coup3174,coup4890,coup4312,coupMissing,10,hash184186,hash243899,hash138884,hash101005,hash162761,NA,NA,NA,NA,NA,NA,
154,4,coup7391,coupMissing,coupMissing,coupMissing,10,hash129741,hash198430,hash177203,hash43678,hash41254,NA,NA,NA,NA,NA,NA,
155,6,coup4022,coup533,coup5249,coupMissing,10,hash121256,hash32496,hash228034,hash200331,hash94118,hash192370,hash200070,NA,NA,NA,NA,
156,4,coup4697,coupMissing,coupMissing,coupMissing,10,hash238182,hash98894,hash185377,hash172428,hash208582,NA,NA,NA,NA,NA,NA,
157,5,coup4220,coupMissing,coupMissing,coupMissing,10,hash170413,hash34678,hash110680,hash119566,hash36649,hash152608,NA,NA,NA,NA,NA,
158,7,coup5102,coup7717,coupMissing,coupMissing,10,hash197826,hash195447,hash94488,hash80086,hash203644,hash237831,hash84696,hash181249,NA,NA,NA,
159,5,coup7277,coupMissing,coupMissing,coupMissing,10,hash184556,hash152477,hash203051,hash181829,hash127202,hash80862,NA,NA,NA,NA,NA,
160,7,coup1071,coup8074,coup2920,coupMissing,10,hash160372,hash144114,hash126062,hash89955,hash86449,hash177204,hash20353,hash61939,NA,NA,NA,
161,7,coup2840,coup8433,coup7704,coupMissing,10,hash26208,hash1144,hash121145,hash149398,hash180536,hash174351,hash139442,hash168825,NA,NA,NA,
162,4,coup1069,coup8888,coup1583,coupMissing,10,hash41622,hash60548,hash183458,hash12265,hash205551,NA,NA,NA,NA,NA,NA,
163,5,coup3479,coup2024,coup3873,coupMissing,10,hash213480,hash29402,hash141645,hash138723,hash238759,hash132607,NA,NA,NA,NA,NA,
164,6,coup3029,coupMissing,coupMissing,coupMissing,10,hash142579,hash46587,hash204535,hash250397,hash245454,hash155241,hash120054,NA,NA,NA,NA,
165,5,coup8814,coup294,coup5337,coupMissing,10,hash136712,hash201028,hash3031,hash11963,hash225974,hash127701,NA,NA,NA,NA,NA,
166,5,coup945,coupMissing,coupMissing,coupMissing,10,hash19950,hash49637,hash50976,hash210946,hash53966,hash11835,NA,NA,NA,NA,NA,
167,5,coup7504,coup7179,coup2903,coupMissing,10,hash194961,hash64673,hash152183,hash125769,hash188752,hash108104,NA,NA,NA,NA,NA,
168,4,coup4604,coup4681,coup4246,coupMissing,10,hash32820,hash14812,hash198348,hash213369,hash142236,NA,NA,NA,NA,NA,NA,
169,5,coup774,coup140,coup3013,coupMissing,10,hash4984,hash135364,hash85153,hash95724,hash216633,hash60807,NA,NA,NA,NA,NA,
170,7,coup8866,coup618,coup1445,coupMissing,10,hash236021,hash24846,hash241885,hash60548,hash164858,hash121210,hash190515,hash142837,NA,NA,NA,
171,6,coup6541,coup6484,coup5573,coupMissing,10,hash38666,hash197556,hash43150,hash201074,hash72266,hash223278,hash151843,NA,NA,NA,NA,
172,6,coup9784,coup3705,coup1819,coupMissing,10,hash93872,hash26403,hash136824,hash164342,hash217612,hash31734,hash168106,NA,NA,NA,NA,
173,4,coup3110,coup7085,coup8322,coupMissing,10,hash165670,hash111056,hash51020,hash8324,hash106178,NA,NA,NA,NA,NA,NA,
174,6,coup3013,coupMissing,coupMissing,coupMissing,10,hash135364,hash248482,hash111568,hash110528,hash4984,hash84571,hash221415,NA,NA,NA,NA,
175,6,coup4834,coup7336,coup4758,coupMissing,10,hash36197,hash135759,hash109737,hash43150,hash65219,hash90593,hash179870,NA,NA,NA,NA,
176,3,coup2197,coup3832,coup646,coupMissing,10,hash131173,hash154605,hash49356,hash224708,NA,NA,NA,NA,NA,NA,NA,
177,6,coup9666,coupMissing,coupMissing,coupMissing,10,hash132747,hash101115,hash147705,hash28126,hash98344,hash224267,hash247065,NA,NA,NA,NA,
178,4,coup7538,coup4823,coupMissing,coupMissing,10,hash186620,hash183406,hash60595,hash247895,hash154476,NA,NA,NA,NA,NA,NA,
179,5,coup5249,coup708,coup9953,coupMissing,10,hash192370,hash136881,hash172428,hash189445,hash121256,hash161204,NA,NA,NA,NA,NA,
180,4,coup8627,coup8902,coup3837,coupMissing,10,hash197417,hash102567,hash14327,hash122059,hash175457,NA,NA,NA,NA,NA,NA,
181,5,coup6484,coup9337,coup1811,coupMissing,10,hash72266,hash10496,hash128473,hash193187,hash64959,hash38666,NA,NA,NA,NA,NA,
182,5,coup5338,coupMissing,coupMissing,coupMissing,10,hash94038,hash187183,hash24464,hash136401,hash209684,hash159682,NA,NA,NA,NA,NA,
183,4,coup7450,coup2409,coup4822,coupMissing,10,hash132343,hash68975,hash198430,hash172428,hash106178,NA,NA,NA,NA,NA,NA,
184,5,coup9383,coup2553,coup6594,coupMissing,10,hash197498,hash28979,hash65545,hash138884,hash143322,hash5160,NA,NA,NA,NA,NA,
185,7,coup13,coupMissing,coupMissing,coupMissing,10,hash225596,hash54341,hash119306,hash138332,hash230523,hash8614,hash96915,hash217021,NA,NA,NA,
186,5,coup9811,coup2819,coup9948,coupMissing,10,hash22697,hash207768,hash157879,hash105074,hash227481,hash12652,NA,NA,NA,NA,NA,
187,4,coup7296,coup2648,coup8392,coupMissing,10,hash36941,hash47430,hash171351,hash73869,hash98483,NA,NA,NA,NA,NA,NA,
188,4,coup6964,coupMissing,coupMissing,coupMissing,10,hash56780,hash76195,hash41257,hash19693,hash251267,NA,NA,NA,NA,NA,NA,
