RDS
500,3,coupMissing,
31,5,coup2355,coup7180,coup2188,coupMissing,11,hash7027,hash7675,hash6095,hash4693,hash2124,hash7034,NA,NA,NA,NA,NA,NA,
32,6,coup9671,coup1749,coup9325,coupMissing,11,hash6114,hash470,hash437,hash2257,hash2035,hash7167,hash4212,NA,NA,NA,NA,NA,
33,5,coup4133,coup6608,coup8581,coupMissing,11,hash5652,hash772,hash2096,hash6281,hash3464,hash7838,NA,NA,NA,NA,NA,NA,
34,4,coup3588,coup3384,coup3673,coupMissing,11,hash7467,hash225,hash3022,hash7451,hash3646,NA,NA,NA,NA,NA,NA,NA,
35,4,coup8558,coup1042,coup4553,coupMissing,11,hash6755,hash4091,hash2033,hash3627,hash6159,NA,NA,NA,NA,NA,NA,NA,
36,5,coup1037,coup6566,coup3714,coupMissing,11,hash1886,hash3790,hash6857,hash6077,hash2961,hash3183,NA,NA,NA,NA,NA,NA,
37,5,coup2833,coupMissing,coupMissing,coupMissing,11,hash448,hash6011,hash2305,hash2453,hash2761,hash6774,NA,NA,NA,NA,NA,NA,
38,4,coup1224,coupMissing,coupMissing,coupMissing,11,hash5671,hash180,hash1587,hash7818,hash4722,NA,NA,NA,NA,NA,NA,NA,
39,6,coup4861,coupMissing,coupMissing,coupMissing,11,hash5938,hash5662,hash7011,hash2501,hash4390,hash2292,hash216,NA,NA,NA,NA,NA,
40,5,coup224,coup8914,coup5814,coupMissing,11,hash3139,hash5378,hash1437,hash4432,hash3675,hash2519,NA,NA,NA,NA,NA,NA,
41,4,coup9080,coup8277,coup3449,coupMissing,11,hash529,hash2913,hash4518,hash6764,hash2545,NA,NA,NA,NA,NA,NA,NA,
42,6,coup3774,coupMissing,coupMissing,coupMissing,11,hash2268,hash4999,hash6815,hash4028,hash4596,hash1270,hash7092,NA,NA,NA,NA,NA,
43,8,coup82,coup6736,coup224,coupMissing,11,hash3675,hash107,hash6124,hash4650,hash3139,hash4594,hash4409,hash314,hash3708,NA,NA,NA,
44,4,coup1627,coup5156,coup1118,coupMissing,11,hash6307,hash5349,hash5133,hash4409,hash853,NA,NA,NA,NA,NA,NA,NA,
45,6,coup3067,coup2701,coupMissing,coupMissing,11,hash2013,hash6563,hash3234,hash5131,hash6860,hash6826,hash7227,NA,NA,NA,NA,NA,
46,5,coup7489,coup5153,coupMissing,coupMissing,11,hash5209,hash417,hash7562,hash2625,hash6483,hash1838,NA,NA,NA,NA,NA,NA,
47,5,coup3739,coup9997,coup2971,coupMissing,11,hash5460,hash5277,hash5974,hash2429,hash460,hash323,NA,NA,NA,NA,NA,NA,
48,5,coup1868,coupMissing,coupMissing,coupMissing,11,hash6773,hash231,hash612,hash6945,hash5541,hash377,NA,NA,NA,NA,NA,NA,
49,6,coup4905,coup1037,coup4727,coupMissing,11,hash2961,hash6603,hash1886,hash3309,hash351,hash2421,hash6712,NA,NA,NA,NA,NA,
50,5,coup1499,coupMissing,coupMissing,coupMissing,11,hash7243,hash1396,hash1024,hash1401,hash4393,hash7962,NA,NA,NA,NA,NA,NA,
51,4,coup7270,coupMissing,coupMissing,coupMissing,11,hash5271,hash5650,hash1821,hash4951,hash7454,NA,NA,NA,NA,NA,NA,NA,
52,6,coup2058,coup322,coup2407,coupMissing,11,hash4073,hash458,hash7932,hash6235,hash3747,hash7832,hash3107,NA,NA,NA,NA,NA,
53,5,coup9348,coupMissing,coupMissing,coupMissing,11,hash5662,hash4203,hash5938,hash906,hash5267,hash7707,NA,NA,NA,NA,NA,NA,
54,6,coup8544,coup6487,coup7449,coupMissing,11,hash2147,hash486,hash1628,hash5747,hash5157,hash1048,hash4192,NA,NA,NA,NA,NA,
55,7,coup4883,coupMissing,coupMissing,coupMissing,11,hash2926,hash4935,hash1606,hash5360,hash5376,hash3988,hash2894,hash1700,NA,NA,NA,NA,
56,6,coup8153,coup5740,coup6663,coupMissing,11,hash186,hash3670,hash22,hash3964,hash5815,hash3490,hash7383,NA,NA,NA,NA,NA,
57,7,coup3595,coup2863,coup1165,coupMissing,11,hash2781,hash834,hash1873,hash4445,hash7125,hash204,hash6659,hash2168,NA,NA,NA,NA,
58,5,coup1884,coupMissing,coupMissing,coupMissing,11,hash2798,hash5133,hash6559,hash7557,hash4545,hash1631,NA,NA,NA,NA,NA,NA,
59,4,coup6776,coupMissing,coupMissing,coupMissing,11,hash1787,hash5231,hash2185,hash212,hash2093,NA,NA,NA,NA,NA,NA,NA,
60,4,coup3260,coup6626,coup5392,coupMissing,11,hash4976,hash5924,hash5153,hash4028,hash2628,NA,NA,NA,NA,NA,NA,NA,
61,7,coup7217,coupMissing,coupMissing,coupMissing,11,hash1699,hash4245,hash3071,hash6607,hash6499,hash6860,hash2705,hash156,NA,NA,NA,NA,
62,5,coup7746,coup185,coup7792,coupMissing,11,hash6623,hash3880,hash2132,hash870,hash6684,hash1347,NA,NA,NA,NA,NA,NA,
63,5,coup90,coupMissing,coupMissing,coupMissing,11,hash700,hash2098,hash5353,hash274,hash7360,hash821,NA,NA,NA,NA,NA,NA,
64,5,coup356,coup5448,coup5362,coupMissing,11,hash1550,hash5703,hash2255,hash1763,hash6166,hash873,NA,NA,NA,NA,NA,NA,
65,4,coup3384,coupMissing,coupMissing,coupMissing,11,hash225,hash7467,hash536,hash4542,hash373,NA,NA,NA,NA,NA,NA,NA,
66,5,coup6174,coupMissing,coupMissing,coupMissing,11,hash5310,hash5497,hash7592,hash696,hash1347,hash2302,NA,NA,NA,NA,NA,NA,
67,5,coup5811,coup8689,coup9671,coupMissing,11,hash2257,hash6114,hash2517,hash3747,hash6066,hash1476,NA,NA,NA,NA,NA,NA,
68,5,coup1827,coup5962,coup1565,coupMissing,11,hash7696,hash7601,hash5895,hash3398,hash3225,hash201,NA,NA,NA,NA,NA,NA,
69,4,coup9667,coup7238,coup4861,coupMissing,11,hash4390,hash7703,hash5938,hash2646,hash3964,NA,NA,NA,NA,NA,NA,NA,
70,4,coup5183,coupMissing,coupMissing,coupMissing,11,hash3568,hash7703,hash6862,hash1534,hash2118,NA,NA,NA,NA,NA,NA,NA,
71,5,coup6918,coup3631,coup4974,coupMissing,11,hash4383,hash1327,hash6606,hash2219,hash3434,hash1189,NA,NA,NA,NA,NA,NA,
72,5,coup6227,coupMissing,coupMissing,coupMissing,11,hash3632,hash1891,hash158,hash2266,hash5962,hash870,NA,NA,NA,NA,NA,NA,
73,4,coup160,coupMissing,coupMissing,coupMissing,11,hash1663,hash765,hash5465,hash1887,hash4762,NA,NA,NA,NA,NA,NA,NA,
74,4,coup5133,coupMissing,coupMissing,coupMissing,11,hash6933,hash2319,hash6225,hash4107,hash1048,NA,NA,NA,NA,NA,NA,NA,
75,6,coup9325,coup2722,coup9468,coupMissing,11,hash4212,hash6114,hash4444,hash3710,hash7585,hash3605,hash1772,NA,NA,NA,NA,NA,
76,6,coup3183,coupMissing,coupMissing,coupMissing,11,hash1867,hash705,hash960,hash5778,hash5046,hash1733,hash7232,NA,NA,NA,NA,NA,
77,5,coup2585,coup415,coup2113,coupMissing,11,hash7499,hash7688,hash5807,hash3019,hash2511,hash2124,NA,NA,NA,NA,NA,NA,
78,5,coup3196,coupMissing,coupMissing,coupMissing,11,hash2210,hash6599,hash5073,hash3470,hash1763,hash4637,NA,NA,NA,NA,NA,NA,
79,6,coup8671,coup603,coup190,coupMissing,11,hash5926,hash7291,hash1593,hash6875,hash5524,hash7907,hash1891,NA,NA,NA,NA,NA,
80,6,coup9756,coup2343,coup5133,coupMissing,11,hash4107,hash502,hash1807,hash6933,hash5666,hash963,hash6322,NA,NA,NA,NA,NA,
81,4,coup809,coupMissing,coupMissing,coupMissing,11,hash3429,hash1075,hash4510,hash5634,hash7324,NA,NA,NA,NA,NA,NA,NA,
82,6,coup3545,coupMissing,coupMissing,coupMissing,11,hash2703,hash6675,hash1909,hash1913,hash3048,hash7360,hash7487,NA,NA,NA,NA,NA,
83,5,coup5298,coup6799,coupMissing,coupMissing,11,hash3964,hash6332,hash5777,hash4734,hash5434,hash7795,NA,NA,NA,NA,NA,NA,
84,4,coup5821,coup3067,coup5425,coupMissing,11,hash7227,hash5428,hash2119,hash2013,hash4725,NA,NA,NA,NA,NA,NA,NA,
85,5,coup2963,coup8498,coup3371,coupMissing,11,hash3529,hash5192,hash4590,hash5369,hash7980,hash4049,NA,NA,NA,NA,NA,NA,
86,5,coup3606,coup8603,coup9165,coupMissing,11,hash7828,hash67,hash6826,hash1154,hash7894,hash1851,NA,NA,NA,NA,NA,NA,
87,4,coup1178,coupMissing,coupMissing,coupMissing,11,hash3354,hash1734,hash7984,hash4086,hash7453,NA,NA,NA,NA,NA,NA,NA,
88,4,coup3900,coupMissing,coupMissing,coupMissing,11,hash248,hash5130,hash1327,hash5720,hash3551,NA,NA,NA,NA,NA,NA,NA,
89,5,coup1587,coupMissing,coupMissing,coupMissing,11,hash2187,hash7865,hash4201,hash6194,hash4048,hash4921,NA,NA,NA,NA,NA,NA,
90,7,coup9626,coupMissing,coupMissing,coupMissing,11,hash1385,hash3790,hash4312,hash889,hash4333,hash2932,hash2997,hash898,NA,NA,NA,NA,
91,5,coup1380,coup2607,coup8643,coupMissing,11,hash4085,hash7717,hash282,hash5707,hash3491,hash6456,NA,NA,NA,NA,NA,NA,
92,7,coup3233,coup9840,coupMissing,coupMissing,11,hash6381,hash4008,hash7824,hash5875,hash6464,hash1454,hash1035,hash5893,NA,NA,NA,NA,
93,4,coup5099,coupMissing,coupMissing,coupMissing,11,hash1269,hash4290,hash685,hash7562,hash3788,NA,NA,NA,NA,NA,NA,NA,
94,5,coup3824,coupMissing,coupMissing,coupMissing,11,hash813,hash5503,hash2453,hash2773,hash1924,hash43,NA,NA,NA,NA,NA,NA,
95,5,coup1903,coup3216,coup9756,coupMissing,11,hash963,hash7783,hash4296,hash7795,hash4107,hash1589,NA,NA,NA,NA,NA,NA,
96,4,coup3738,coupMissing,coupMissing,coupMissing,11,hash7488,hash1128,hash2506,hash7993,hash5768,NA,NA,NA,NA,NA,NA,NA,
97,5,coup3148,coup7581,coup9423,coupMissing,11,hash794,hash5971,hash7055,hash1981,hash503,hash7557,NA,NA,NA,NA,NA,NA,
98,5,coup4931,coupMissing,coupMissing,coupMissing,11,hash718,hash3961,hash2924,hash3539,hash1676,hash6336,NA,NA,NA,NA,NA,NA,
99,5,coup1221,coup7218,coup2754,coupMissing,11,hash6464,hash2924,hash4645,hash6618,hash2311,hash7889,NA,NA,NA,NA,NA,NA,
100,4,coup6694,coup9346,coup2302,coupMissing,11,hash7687,hash2907,hash4894,hash373,hash4048,NA,NA,NA,NA,NA,NA,NA,
101,6,coup8770,coupMissing,coupMissing,coupMissing,11,hash3207,hash7788,hash2343,hash3395,hash7865,hash5103,hash7179,NA,NA,NA,NA,NA,
102,6,coup653,coupMissing,coupMissing,coupMissing,11,hash3587,hash1708,hash2075,hash6129,hash5412,hash5086,hash464,NA,NA,NA,NA,NA,
103,5,coup7698,coup3590,coupMissing,coupMissing,11,hash3063,hash7555,hash2033,hash1676,hash4415,hash7665,NA,NA,NA,NA,NA,NA,
104,4,coup1077,coupMissing,coupMissing,coupMissing,11,hash3371,hash3885,hash1179,hash2052,hash4466,NA,NA,NA,NA,NA,NA,NA,
105,5,coup7447,coupMissing,coupMissing,coupMissing,11,hash4384,hash2646,hash4546,hash1370,hash812,hash4494,NA,NA,NA,NA,NA,NA,
106,6,coup6333,coup8776,coup3774,coupMissing,11,hash1270,hash285,hash759,hash3048,hash2268,hash5636,hash3785,NA,NA,NA,NA,NA,
107,5,coup3678,coup1953,coup4817,coupMissing,11,hash5617,hash7949,hash2631,hash7451,hash2731,hash429,NA,NA,NA,NA,NA,NA,
108,5,coup873,coupMissing,coupMissing,coupMissing,11,hash1494,hash772,hash5079,hash4105,hash864,hash4183,NA,NA,NA,NA,NA,NA,
109,6,coup4279,coupMissing,coupMissing,coupMissing,11,hash6222,hash7553,hash4844,hash189,hash265,hash2894,hash632,NA,NA,NA,NA,NA,
110,7,coup1958,coupMissing,coupMissing,coupMissing,11,hash3576,hash2231,hash5789,hash5807,hash3443,hash7454,hash2295,hash849,NA,NA,NA,NA,
111,5,coup1429,coup6227,coupMissing,coupMissing,11,hash2266,hash7326,hash5998,hash3632,hash5826,hash155,NA,NA,NA,NA,NA,NA,
112,5,coup7750,coupMissing,coupMissing,coupMissing,11,hash5121,hash475,hash607,hash3225,hash2269,hash1411,NA,NA,NA,NA,NA,NA,
113,3,coup589,coup165,coup3020,coupMissing,11,hash400,hash3092,hash849,hash1364,NA,NA,NA,NA,NA,NA,NA,NA,
114,5,coup1653,coup4203,coup5427,coupMissing,11,hash582,hash4551,hash3799,hash5420,hash1040,hash1855,NA,NA,NA,NA,NA,NA,
115,6,coup7180,coupMissing,coupMissing,coupMissing,11,hash7034,hash4106,hash1156,hash7649,hash3987,hash1926,hash7027,NA,NA,NA,NA,NA,
116,5,coup138,coupMissing,coupMissing,coupMissing,11,hash7215,hash4933,hash4204,hash546,hash5586,hash5004,NA,NA,NA,NA,NA,NA,
117,4,coup6680,coupMissing,coupMissing,coupMissing,11,hash5853,hash3400,hash3216,hash7442,hash6816,NA,NA,NA,NA,NA,NA,NA,
118,6,coup413,coupMissing,coupMissing,coupMissing,11,hash3195,hash4566,hash3119,hash4669,hash4321,hash2387,hash6816,NA,NA,NA,NA,NA,
119,6,coup8980,coup3580,coup2058,coupMissing,11,hash3107,hash1478,hash4073,hash7877,hash3550,hash6159,hash5388,NA,NA,NA,NA,NA,
120,4,coup990,coupMissing,coupMissing,coupMissing,11,hash5463,hash2446,hash6451,hash5461,hash3987,NA,NA,NA,NA,NA,NA,NA,
121,4,coup1881,coup4085,coup3633,coupMissing,11,hash1488,hash5998,hash6118,hash429,hash2991,NA,NA,NA,NA,NA,NA,NA,
122,6,coup4848,coup4330,coup7447,coupMissing,11,hash4494,hash2429,hash1520,hash6991,hash7962,hash5171,hash4384,NA,NA,NA,NA,NA,
123,5,coup2595,coup3536,coup3224,coupMissing,11,hash3949,hash4373,hash6201,hash425,hash1428,hash2437,NA,NA,NA,NA,NA,NA,
124,6,coup9205,coupMissing,coupMissing,coupMissing,11,hash4365,hash6166,hash2797,hash7795,hash4443,hash1704,hash4382,NA,NA,NA,NA,NA,
125,4,coup6626,coup8198,coup5288,coupMissing,11,hash5924,hash5428,hash3116,hash4976,hash7254,NA,NA,NA,NA,NA,NA,NA,
126,6,coup9027,coup7838,coup1812,coupMissing,11,hash7335,hash1080,hash3481,hash382,hash3687,hash912,hash373,NA,NA,NA,NA,NA,
127,6,coup2188,coupMissing,coupMissing,coupMissing,11,hash6095,hash798,hash7877,hash6704,hash2452,hash7027,hash392,NA,NA,NA,NA,NA,
128,7,coup3690,coupMissing,coupMissing,coupMissing,11,hash801,hash1709,hash1196,hash726,hash2379,hash5899,hash1318,hash820,NA,NA,NA,NA,
129,4,coup1165,coupMissing,coupMissing,coupMissing,11,hash2168,hash4790,hash2781,hash150,hash4637,NA,NA,NA,NA,NA,NA,NA,
130,6,coup847,coupMissing,coupMissing,coupMissing,11,hash7289,hash7571,hash653,hash6299,hash7575,hash2991,hash6174,NA,NA,NA,NA,NA,
131,5,coup6459,coupMissing,coupMissing,coupMissing,11,hash6640,hash7087,hash1293,hash348,hash1434,hash2702,NA,NA,NA,NA,NA,NA,
132,5,coup6660,coup3148,coup9763,coupMissing,11,hash7055,hash3216,hash2976,hash2914,hash794,hash4505,NA,NA,NA,NA,NA,NA,
133,5,coup2971,coup4848,coup7592,coupMissing,11,hash2429,hash5460,hash6525,hash2727,hash1205,hash4494,NA,NA,NA,NA,NA,NA,
134,4,coup3493,coupMissing,coupMissing,coupMissing,11,hash2069,hash6586,hash5724,hash4100,hash3345,NA,NA,NA,NA,NA,NA,NA,
135,6,coup165,coup8266,coup1958,coupMissing,11,hash849,hash4008,hash7774,hash3742,hash3576,hash400,hash6680,NA,NA,NA,NA,NA,
136,5,coup4085,coupMissing,coupMissing,coupMissing,11,hash6118,hash1862,hash1488,hash2400,hash640,hash2410,NA,NA,NA,NA,NA,NA,
137,8,coup8018,coupMissing,coupMissing,coupMissing,11,hash4541,hash67,hash4940,hash2624,hash5022,hash6955,hash4876,hash566,hash3735,NA,NA,NA,
138,4,coup8479,coup9348,coup7680,coupMissing,11,hash7707,hash5662,hash4334,hash157,hash1396,NA,NA,NA,NA,NA,NA,NA,
139,5,coup3536,coup7634,coup5967,coupMissing,11,hash4373,hash4547,hash6868,hash1949,hash6947,hash3949,NA,NA,NA,NA,NA,NA,
140,4,coup9927,coup3233,coupMissing,coupMissing,11,hash7824,hash4547,hash7690,hash6381,hash945,NA,NA,NA,NA,NA,NA,NA,
141,9,coup2639,coupMissing,coupMissing,coupMissing,11,hash6310,hash5686,hash6354,hash1210,hash4141,hash5153,hash2390,hash2268,hash3353,hash3973,NA,NA,
142,7,coup6736,coupMissing,coupMissing,coupMissing,11,hash314,hash1674,hash7836,hash7877,hash476,hash5670,hash1964,hash3675,NA,NA,NA,NA,
143,5,coup2393,coup62,coup7122,coupMissing,11,hash2983,hash1949,hash4364,hash1150,hash3565,hash6436,NA,NA,NA,NA,NA,NA,
144,6,coup254,coupMissing,coupMissing,coupMissing,11,hash3172,hash431,hash726,hash6247,hash3984,hash5503,hash1829,NA,NA,NA,NA,NA,
145,4,coup7348,coup6776,coup5234,coupMissing,11,hash5231,hash1787,hash1366,hash1981,hash3624,NA,NA,NA,NA,NA,NA,NA,
146,4,coup3563,coupMissing,coupMissing,coupMissing,11,hash2570,hash5293,hash1132,hash5385,hash7729,NA,NA,NA,NA,NA,NA,NA,
147,6,coup1289,coupMissing,coupMissing,coupMissing,11,hash7598,hash3216,hash2691,hash6535,hash3614,hash2451,hash2168,NA,NA,NA,NA,NA,
148,7,coup6566,coup276,coup8203,coupMissing,11,hash6857,hash7873,hash7698,hash1886,hash2225,hash4183,hash3008,hash2405,NA,NA,NA,NA,
149,5,coup2722,coup3226,coup6928,coupMissing,11,hash3710,hash1128,hash7305,hash4914,hash4082,hash4212,NA,NA,NA,NA,NA,NA,
150,4,coup7944,coup2833,coup3824,coupMissing,11,hash2453,hash2077,hash448,hash813,hash4515,NA,NA,NA,NA,NA,NA,NA,
151,4,coup1092,coup9027,coup7268,coupMissing,11,hash3687,hash3859,hash285,hash7335,hash5245,NA,NA,NA,NA,NA,NA,NA,
152,4,coup3399,coup2794,coup2229,coupMissing,11,hash1213,hash464,hash2397,hash5747,hash7501,NA,NA,NA,NA,NA,NA,NA,
153,4,coup7106,coupMissing,coupMissing,coupMissing,11,hash2370,hash4528,hash560,hash1176,hash3420,NA,NA,NA,NA,NA,NA,NA,
154,6,coup2557,coup5638,coup3928,coupMissing,11,hash2484,hash900,hash5171,hash7164,hash7121,hash1995,hash1950,NA,NA,NA,NA,NA,
155,4,coup5802,coupMissing,coupMissing,coupMissing,11,hash3796,hash6454,hash3860,hash1587,hash4983,NA,NA,NA,NA,NA,NA,NA,
156,7,coup5236,coup2878,coup7462,coupMissing,11,hash2083,hash6675,hash2839,hash4953,hash0,hash7131,hash7729,hash1117,NA,NA,NA,NA,
157,5,coup2380,coupMissing,coupMissing,coupMissing,11,hash2866,hash3445,hash7526,hash894,hash6659,hash3421,NA,NA,NA,NA,NA,NA,
158,4,coup8640,coup2573,coup4526,coupMissing,11,hash235,hash6332,hash3188,hash6757,hash1750,NA,NA,NA,NA,NA,NA,NA,
159,4,coup3864,coupMissing,coupMissing,coupMissing,11,hash6607,hash2446,hash3243,hash3193,hash6814,NA,NA,NA,NA,NA,NA,NA,
160,5,coup7571,coup1870,coup1145,coupMissing,11,hash2967,hash162,hash7580,hash5320,hash1796,hash2036,NA,NA,NA,NA,NA,NA,
161,6,coup9357,coupMissing,coupMissing,coupMissing,11,hash4333,hash2936,hash4168,hash1067,hash1702,hash5447,hash2943,NA,NA,NA,NA,NA,
162,5,coup322,coup8173,coup5811,coupMissing,11,hash3747,hash4073,hash1300,hash3725,hash2257,hash1616,NA,NA,NA,NA,NA,NA,
163,4,coup2826,coup5802,coup1224,coupMissing,11,hash1587,hash3796,hash5671,hash3733,hash1205,NA,NA,NA,NA,NA,NA,NA,
164,5,coup1953,coup3588,coupMissing,coupMissing,11,hash7451,hash7467,hash5617,hash2155,hash5293,hash7433,NA,NA,NA,NA,NA,NA,
165,6,coup5392,coup2684,coupMissing,coupMissing,11,hash4028,hash537,hash4976,hash2268,hash3974,hash5018,hash1614,NA,NA,NA,NA,NA,
166,6,coup6766,coup589,coup974,coupMissing,11,hash1364,hash5782,hash6226,hash7004,hash400,hash178,hash853,NA,NA,NA,NA,NA,
167,5,coup3902,coupMissing,coupMissing,coupMissing,11,hash2755,hash6559,hash5517,hash5916,hash3889,hash7299,NA,NA,NA,NA,NA,NA,
168,4,coup9143,coup3905,coup2462,coupMissing,11,hash6335,hash6402,hash4098,hash6840,hash7603,NA,NA,NA,NA,NA,NA,NA,
169,5,coup9925,coup2375,coup8984,coupMissing,11,hash3521,hash3729,hash5524,hash1428,hash7625,hash5302,NA,NA,NA,NA,NA,NA,
170,5,coup5693,coupMissing,coupMissing,coupMissing,11,hash7489,hash3792,hash1884,hash7793,hash3778,hash2165,NA,NA,NA,NA,NA,NA,
171,5,coup7072,coup2400,coup1683,coupMissing,11,hash942,hash7688,hash256,hash6092,hash2394,hash1153,NA,NA,NA,NA,NA,NA,
172,4,coup3077,coup1471,coup7270,coupMissing,11,hash4951,hash67,hash5845,hash2163,hash5271,NA,NA,NA,NA,NA,NA,NA,
173,6,coup5620,coup3805,coup2557,coupMissing,11,hash7121,hash2484,hash7927,hash2565,hash215,hash813,hash1151,NA,NA,NA,NA,NA,
174,6,coup601,coupMissing,coupMissing,coupMissing,11,hash6203,hash7037,hash7037,hash927,hash868,hash1473,hash4866,NA,NA,NA,NA,NA,
175,5,coup2434,coupMissing,coupMissing,coupMissing,11,hash1122,hash192,hash6739,hash4717,hash6370,hash255,NA,NA,NA,NA,NA,NA,
176,5,coup1812,coup8310,coup9588,coupMissing,11,hash1080,hash7025,hash7335,hash1962,hash6064,hash3219,NA,NA,NA,NA,NA,NA,
177,3,coup8689,coup776,coupMissing,coupMissing,11,hash2517,hash2446,hash2257,hash2445,NA,NA,NA,NA,NA,NA,NA,NA,
178,6,coup7226,coup1559,coup9212,coupMissing,11,hash5963,hash3590,hash3309,hash4815,hash3744,hash5998,hash2914,NA,NA,NA,NA,NA,
179,6,coup7278,coup7793,coup7543,coupMissing,11,hash7346,hash5660,hash5834,hash1419,hash756,hash6216,hash5297,NA,NA,NA,NA,NA,
180,6,coup3633,coup847,coup9060,coupMissing,11,hash2991,hash1488,hash3402,hash6713,hash3198,hash4467,hash7289,NA,NA,NA,NA,NA,
181,4,coup7021,coupMissing,coupMissing,coupMissing,11,hash6521,hash3892,hash4239,hash2773,hash6638,NA,NA,NA,NA,NA,NA,NA,
182,4,coup259,coupMissing,coupMissing,coupMissing,11,hash7085,hash772,hash2014,hash7557,hash2515,NA,NA,NA,NA,NA,NA,NA,
183,5,coup7452,coup9378,coup3076,coupMissing,11,hash3074,hash5782,hash5914,hash7793,hash6172,hash4893,NA,NA,NA,NA,NA,NA,
